cod_ibge;Municipio;Ano;Grupos Numero;Grupos;População
3508702;Caconde;2018;2;Médio;18786
3508702;Caconde;2020;2;Médio;18854
3508702;Caconde;2022;2;Médio;17111
3508702;Caconde;2024;2;Médio;16769
3508801;Cafelândia;2014;1;Baixo;16871
3508801;Cafelândia;2016;2;Médio;17000
3508801;Cafelândia;2018;2;Médio;17121
3508801;Cafelândia;2020;2;Médio;17244
3508801;Cafelândia;2022;1;Baixo;16654
3508801;Cafelândia;2024;2;Médio;16554
3508900;Caiabu;2014;1;Baixo;4090
3508900;Caiabu;2016;2;Médio;4095
3508900;Caiabu;2018;2;Médio;4099
3508900;Caiabu;2020;2;Médio;4103
3508900;Caiabu;2022;1;Baixo;3714
3508900;Caiabu;2024;1;Baixo;3643
3509007;Caieiras;2014;2;Médio;92142
3509007;Caieiras;2016;2;Médio;94994
3509007;Caieiras;2018;3;Alto;97763
3509007;Caieiras;2020;3;Alto;100612
3509007;Caieiras;2022;2;Médio;94970
3509007;Caieiras;2024;2;Médio;95757
3509106;Caiuá;2014;1;Baixo;5267
3509106;Caiuá;2016;1;Baixo;5381
3509106;Caiuá;2018;1;Baixo;5489
3509106;Caiuá;2020;1;Baixo;5600
3509106;Caiuá;2022;2;Médio;5463
3509106;Caiuá;2024;2;Médio;5535
3509205;Cajamar;2014;2;Médio;69549
3509205;Cajamar;2016;3;Alto;72289
3509205;Cajamar;2018;3;Alto;74910
3509205;Cajamar;2020;4;Muito alto;77627
3509205;Cajamar;2022;3;Alto;92452
3509205;Cajamar;2024;4;Muito alto;97051
3509254;Cajati;2014;1;Baixo;28479
3509254;Cajati;2016;1;Baixo;28601
3509254;Cajati;2018;2;Médio;28795
3509254;Cajati;2020;3;Alto;28992
3509254;Cajati;2022;1;Baixo;28514
3509254;Cajati;2024;2;Médio;28440
3509304;Cajobi;2014;2;Médio;9919
3509304;Cajobi;2016;2;Médio;9987
3509304;Cajobi;2018;4;Muito alto;10046
3509304;Cajobi;2020;3;Alto;10105
3509304;Cajobi;2022;3;Alto;9137
3509304;Cajobi;2024;4;Muito alto;8977
3509403;Cajuru;2014;1;Baixo;24295
3509403;Cajuru;2016;2;Médio;24758
3509403;Cajuru;2018;2;Médio;25206
3509403;Cajuru;2020;2;Médio;25663
3509403;Cajuru;2022;1;Baixo;23827
3509403;Cajuru;2024;1;Baixo;23720
3509452;Campina do Monte Alegre;2014;1;Baixo;5665
3509452;Campina do Monte Alegre;2016;1;Baixo;5714
3509452;Campina do Monte Alegre;2018;1;Baixo;5763
3509452;Campina do Monte Alegre;2020;2;Médio;5812
3509452;Campina do Monte Alegre;2022;1;Baixo;5951
3509452;Campina do Monte Alegre;2024;2;Médio;5989
3509502;Campinas;2014;3;Alto;1123241
3509502;Campinas;2016;3;Alto;1142620
3509502;Campinas;2018;4;Muito alto;1158944
3509502;Campinas;2020;4;Muito alto;1175501
3509502;Campinas;2022;3;Alto;1138627
3509502;Campinas;2024;3;Alto;1140709
3509601;Campo Limpo Paulista;2014;2;Médio;77669
3509601;Campo Limpo Paulista;2016;2;Médio;79446
3509601;Campo Limpo Paulista;2018;2;Médio;81126
3509601;Campo Limpo Paulista;2020;2;Médio;82842
3509601;Campo Limpo Paulista;2022;2;Médio;77607
3509601;Campo Limpo Paulista;2024;3;Alto;77596
3509700;Campos do Jordão;2014;2;Médio;48746
3509700;Campos do Jordão;2016;2;Médio;49219
3509700;Campos do Jordão;2018;3;Alto;49666
3509700;Campos do Jordão;2020;3;Alto;50118
3509700;Campos do Jordão;2022;3;Alto;46980
3509700;Campos do Jordão;2024;3;Alto;46563
3509809;Campos Novos Paulista;2014;1;Baixo;4648
3509809;Campos Novos Paulista;2016;1;Baixo;4705
3509809;Campos Novos Paulista;2018;2;Médio;4760
3509809;Campos Novos Paulista;2020;2;Médio;4817
3509809;Campos Novos Paulista;2022;2;Médio;4885
3509809;Campos Novos Paulista;2024;2;Médio;4925
3509908;Cananéia;2014;1;Baixo;12215
3509908;Cananéia;2016;1;Baixo;12236
3509908;Cananéia;2018;2;Médio;12289
3509908;Cananéia;2020;2;Médio;12341
3509908;Cananéia;2022;1;Baixo;12289
3509908;Cananéia;2024;1;Baixo;12182
3509957;Canas;2014;1;Baixo;4660
3509957;Canas;2016;1;Baixo;4797
3509957;Canas;2018;1;Baixo;4929
3509957;Canas;2020;1;Baixo;5064
3509957;Canas;2022;1;Baixo;4927
3509957;Canas;2024;1;Baixo;4997
3510005;Cândido Mota;2014;2;Médio;29948
3510005;Cândido Mota;2016;3;Alto;29976
3510005;Cândido Mota;2018;3;Alto;29997
3510005;Cândido Mota;2020;3;Alto;30019
3510005;Cândido Mota;2022;3;Alto;29452
3510005;Cândido Mota;2024;4;Muito alto;29219
3510104;Cândido Rodrigues;2014;1;Baixo;2674
3510104;Cândido Rodrigues;2016;2;Médio;2675
3510104;Cândido Rodrigues;2018;3;Alto;2674
3510104;Cândido Rodrigues;2020;3;Alto;2674
3510104;Cândido Rodrigues;2022;3;Alto;2887
3510104;Cândido Rodrigues;2024;3;Alto;2940
3510153;Canitar;2014;1;Baixo;4610
3510153;Canitar;2016;1;Baixo;4736
3510153;Canitar;2018;1;Baixo;4862
3510153;Canitar;2020;2;Médio;4991
3510153;Canitar;2022;1;Baixo;6267
3510153;Canitar;2024;2;Médio;6613
3510203;Capão Bonito;2014;1;Baixo;46143
3510203;Capão Bonito;2016;2;Médio;46190
3510203;Capão Bonito;2018;2;Médio;46303
3510203;Capão Bonito;2020;2;Médio;46418
3510203;Capão Bonito;2022;2;Médio;46336
3510203;Capão Bonito;2024;2;Médio;46184
3510302;Capela do Alto;2014;1;Baixo;18696
3510302;Capela do Alto;2016;2;Médio;19304
3510302;Capela do Alto;2018;2;Médio;19913
3510302;Capela do Alto;2020;2;Médio;20542
3510302;Capela do Alto;2022;1;Baixo;22824
3510302;Capela do Alto;2024;3;Alto;23674
3510401;Capivari;2014;2;Médio;50847
3510401;Capivari;2016;2;Médio;51993
3510401;Capivari;2018;3;Alto;53100
3510401;Capivari;2020;4;Muito alto;54231
3510401;Capivari;2022;2;Médio;50057
3510401;Capivari;2024;3;Alto;50054
3510500;Caraguatatuba;2014;2;Médio;107271
3510500;Caraguatatuba;2016;3;Alto;110384
3510500;Caraguatatuba;2018;3;Alto;113208
3510500;Caraguatatuba;2020;3;Alto;116106
3510500;Caraguatatuba;2022;2;Médio;134601
3510500;Caraguatatuba;2024;3;Alto;139734
3510609;Carapicuíba;2014;1;Baixo;380414
3510609;Carapicuíba;2016;1;Baixo;385474
3510609;Carapicuíba;2018;2;Médio;390010
3510609;Carapicuíba;2020;2;Médio;394598
3510609;Carapicuíba;2022;1;Baixo;386860
3510609;Carapicuíba;2024;2;Médio;386150
3510708;Cardoso;2014;2;Médio;11775
3510708;Cardoso;2016;2;Médio;11759
3510708;Cardoso;2018;3;Alto;11740
3510708;Cardoso;2020;2;Médio;11721
3510708;Cardoso;2022;2;Médio;11348
3510708;Cardoso;2024;4;Muito alto;11206
3510807;Casa Branca;2014;1;Baixo;28779
3510807;Casa Branca;2016;2;Médio;29013
3510807;Casa Branca;2018;2;Médio;29236
3510807;Casa Branca;2020;2;Médio;29462
3510807;Casa Branca;2022;2;Médio;28085
3510807;Casa Branca;2024;2;Médio;27982
3510906;Cássia dos Coqueiros;2014;2;Médio;2569
3510906;Cássia dos Coqueiros;2016;2;Médio;2542
3510906;Cássia dos Coqueiros;2018;3;Alto;2518
3510906;Cássia dos Coqueiros;2020;4;Muito alto;2495
3510906;Cássia dos Coqueiros;2022;3;Alto;2798
3510906;Cássia dos Coqueiros;2024;3;Alto;2801
3511003;Castilho;2014;1;Baixo;19116
3511003;Castilho;2016;2;Médio;19668
3511003;Castilho;2018;2;Médio;20191
3511003;Castilho;2020;2;Médio;20728
3511003;Castilho;2022;3;Alto;19963
3511003;Castilho;2024;3;Alto;20149
3511102;Catanduva;2014;3;Alto;114778
3511102;Catanduva;2016;3;Alto;115669
3511102;Catanduva;2018;4;Muito alto;116435
3511102;Catanduva;2020;4;Muito alto;117206
3511102;Catanduva;2022;3;Alto;115770
3511102;Catanduva;2024;4;Muito alto;115729
3511201;Catiguá;2014;1;Baixo;7301
3511201;Catiguá;2016;2;Médio;7382
3511201;Catiguá;2018;2;Médio;7455
3511201;Catiguá;2020;3;Alto;7529
3511201;Catiguá;2022;2;Médio;7004
3511201;Catiguá;2024;2;Médio;6905
3511300;Cedral;2014;3;Alto;8337
3511300;Cedral;2016;3;Alto;8513
3511300;Cedral;2018;4;Muito alto;8673
3511300;Cedral;2020;4;Muito alto;8836
3511300;Cedral;2022;3;Alto;12578
3511300;Cedral;2024;4;Muito alto;13398
3511409;Cerqueira César;2014;1;Baixo;18212
3511409;Cerqueira César;2016;2;Médio;18553
3511409;Cerqueira César;2018;2;Médio;18879
3511409;Cerqueira César;2020;3;Alto;19213
3511409;Cerqueira César;2022;2;Médio;21439
3511409;Cerqueira César;2024;3;Alto;22036
3511508;Cerquilho;2014;4;Muito alto;42560
3511508;Cerquilho;2016;4;Muito alto;43949
3511508;Cerquilho;2018;4;Muito alto;45164
3511508;Cerquilho;2020;4;Muito alto;46411
3511508;Cerquilho;2022;4;Muito alto;44658
3511508;Cerquilho;2024;4;Muito alto;45227
3511607;Cesário Lange;2014;2;Médio;16311
3511607;Cesário Lange;2016;1;Baixo;16659
3511607;Cesário Lange;2018;2;Médio;16951
3511607;Cesário Lange;2020;2;Médio;17248
3511607;Cesário Lange;2022;2;Médio;19021
3511607;Cesário Lange;2024;2;Médio;19532
3511706;Charqueada;2014;2;Médio;15843
3511706;Charqueada;2016;2;Médio;16217
3511706;Charqueada;2018;3;Alto;16571
3511706;Charqueada;2020;2;Médio;16933
3511706;Charqueada;2022;2;Médio;15532
3511706;Charqueada;2024;3;Alto;15541
3511904;Clementina;2014;2;Médio;7599
3511904;Clementina;2016;3;Alto;7856
3511904;Clementina;2018;2;Médio;8087
3511904;Clementina;2020;2;Médio;8324
3511904;Clementina;2022;2;Médio;6983
3511904;Clementina;2024;2;Médio;6902
3512001;Colina;2014;2;Médio;17485
3512001;Colina;2016;2;Médio;17533
3512001;Colina;2018;3;Alto;17568
3512001;Colina;2020;3;Alto;17603
3512001;Colina;2022;3;Alto;18478
3512001;Colina;2024;3;Alto;18577
3512100;Colômbia;2014;2;Médio;6019
3512100;Colômbia;2016;3;Alto;6029
3512100;Colômbia;2018;4;Muito alto;6037
3512100;Colômbia;2020;4;Muito alto;6046
3512100;Colômbia;2022;4;Muito alto;6624
3512100;Colômbia;2024;4;Muito alto;6703
3512209;Conchal;2014;2;Médio;26069
3512209;Conchal;2016;1;Baixo;26484
3512209;Conchal;2018;2;Médio;26881
3512209;Conchal;2020;2;Médio;27284
3512209;Conchal;2022;2;Médio;28080
3512209;Conchal;2024;2;Médio;28354
3512308;Conchas;2014;1;Baixo;16628
3512308;Conchas;2016;1;Baixo;16799
3512308;Conchas;2018;2;Médio;16966
3512308;Conchas;2020;3;Alto;17134
3512308;Conchas;2022;1;Baixo;15239
3512308;Conchas;2024;2;Médio;14994
3512407;Cordeirópolis;2014;3;Alto;22457
3512407;Cordeirópolis;2016;3;Alto;23123
3512407;Cordeirópolis;2018;4;Muito alto;23732
3512407;Cordeirópolis;2020;4;Muito alto;24356
3512407;Cordeirópolis;2022;3;Alto;24488
3512407;Cordeirópolis;2024;3;Alto;25022
3512506;Coroados;2014;1;Baixo;5540
3512506;Coroados;2016;1;Baixo;5680
3512506;Coroados;2018;3;Alto;5802
3512506;Coroados;2020;2;Médio;5926
3512506;Coroados;2022;3;Alto;5399
3512506;Coroados;2024;3;Alto;5377
3512605;Coronel Macedo;2014;1;Baixo;4917
3512605;Coronel Macedo;2016;1;Baixo;4884
3512605;Coronel Macedo;2018;2;Médio;4864
3512605;Coronel Macedo;2020;2;Médio;4843
3512605;Coronel Macedo;2022;1;Baixo;4285
3512605;Coronel Macedo;2024;2;Médio;4140
3512704;Corumbataí;2014;1;Baixo;3910
3512704;Corumbataí;2016;3;Alto;3928
3512704;Corumbataí;2018;4;Muito alto;3945
3512704;Corumbataí;2020;3;Alto;3962
3512704;Corumbataí;2022;3;Alto;4193
3512704;Corumbataí;2024;4;Muito alto;4222
3512803;Cosmópolis;2014;2;Médio;63942
3512803;Cosmópolis;2016;3;Alto;66478
3512803;Cosmópolis;2018;3;Alto;68838
3512803;Cosmópolis;2020;3;Alto;71282
3512803;Cosmópolis;2022;2;Médio;59766
3512803;Cosmópolis;2024;3;Alto;59522
3512902;Cosmorama;2014;3;Alto;7123
3512902;Cosmorama;2016;2;Médio;7079
3512902;Cosmorama;2018;3;Alto;7038
3512902;Cosmorama;2020;4;Muito alto;6997
3512902;Cosmorama;2022;3;Alto;8708
3512902;Cosmorama;2024;4;Muito alto;8942
3513009;Cotia;2014;2;Médio;219888
3513009;Cotia;2016;2;Médio;229300
3513009;Cotia;2018;3;Alto;238189
3513009;Cotia;2020;3;Alto;247424
3513009;Cotia;2022;2;Médio;273822
3513009;Cotia;2024;2;Médio;284746
3513108;Cravinhos;2014;2;Médio;32818
3513108;Cravinhos;2016;2;Médio;33372
3513108;Cravinhos;2018;2;Médio;33896
3513108;Cravinhos;2020;3;Alto;34428
3513108;Cravinhos;2022;2;Médio;33270
3513108;Cravinhos;2024;2;Médio;33320
3513207;Cristais Paulista;2014;1;Baixo;7939
3513207;Cristais Paulista;2016;2;Médio;8109
3513207;Cristais Paulista;2018;2;Médio;8265
3513207;Cristais Paulista;2020;2;Médio;8425
3513207;Cristais Paulista;2022;2;Médio;9259
3513207;Cristais Paulista;2024;3;Alto;9481
3513306;Cruzália;2014;1;Baixo;2204
3513306;Cruzália;2016;2;Médio;2172
3513306;Cruzália;2018;3;Alto;2144
3513306;Cruzália;2020;3;Alto;2117
3513306;Cruzália;2022;4;Muito alto;2109
3513306;Cruzália;2024;4;Muito alto;2078
3513405;Cruzeiro;2014;1;Baixo;78264
3513405;Cruzeiro;2016;1;Baixo;78848
3513405;Cruzeiro;2018;2;Médio;79386
3513405;Cruzeiro;2020;2;Médio;79927
3513405;Cruzeiro;2022;2;Médio;74975
3513405;Cruzeiro;2024;2;Médio;74059
3513504;Cubatão;2014;1;Baixo;122940
3513504;Cubatão;2016;2;Médio;125047
3513504;Cubatão;2018;3;Alto;127079
3513504;Cubatão;2020;3;Alto;129145
3513504;Cubatão;2022;3;Alto;112518
3513504;Cubatão;2024;2;Médio;110542
3513603;Cunha;2014;1;Baixo;21733
3513603;Cunha;2016;1;Baixo;21694
3513603;Cunha;2018;1;Baixo;21687
3513603;Cunha;2020;1;Baixo;21681
3513603;Cunha;2022;1;Baixo;22108
3513603;Cunha;2024;2;Médio;22092
3513702;Descalvado;2014;2;Médio;31643
3513702;Descalvado;2016;3;Alto;31923
3513702;Descalvado;2018;4;Muito alto;32176
3513702;Descalvado;2020;4;Muito alto;32430
3513702;Descalvado;2022;3;Alto;31751
3513702;Descalvado;2024;3;Alto;31747
3513801;Diadema;2014;2;Médio;394131
3513801;Diadema;2016;2;Médio;397868
3513801;Diadema;2018;2;Médio;401159
3513801;Diadema;2020;3;Alto;404477
3513801;Diadema;2022;2;Médio;393187
3513801;Diadema;2024;2;Médio;390974
3513850;Dirce Reis;2014;1;Baixo;1704
3513850;Dirce Reis;2016;2;Médio;1710
3513850;Dirce Reis;2018;2;Médio;1713
3513850;Dirce Reis;2020;3;Alto;1717
3513850;Dirce Reis;2022;2;Médio;1620
3513850;Dirce Reis;2024;4;Muito alto;1594
3513900;Divinolândia;2014;1;Baixo;11059
3513900;Divinolândia;2016;2;Médio;10993
3513900;Divinolândia;2018;2;Médio;10940
3513900;Divinolândia;2020;3;Alto;10886
3513900;Divinolândia;2022;3;Alto;11158
3513900;Divinolândia;2024;2;Médio;11114
3514007;Dobrada;2014;2;Médio;8326
3514007;Dobrada;2016;2;Médio;8521
3514007;Dobrada;2018;2;Médio;8710
3514007;Dobrada;2020;2;Médio;8904
3514007;Dobrada;2022;1;Baixo;8753
3514007;Dobrada;2024;1;Baixo;8860
3514106;Dois Córregos;2014;1;Baixo;25641
3514106;Dois Córregos;2016;2;Médio;26087
3514106;Dois Córregos;2018;2;Médio;26526
3514106;Dois Córregos;2020;3;Alto;26972
3514106;Dois Córregos;2022;2;Médio;24512
3514106;Dois Córregos;2024;2;Médio;24274
3514205;Dolcinópolis;2014;3;Alto;2075
3514205;Dolcinópolis;2016;4;Muito alto;2063
3514205;Dolcinópolis;2018;4;Muito alto;2051
3514205;Dolcinópolis;2020;4;Muito alto;2040
3514205;Dolcinópolis;2022;3;Alto;2206
3514205;Dolcinópolis;2024;3;Alto;2219
3514304;Dourado;2014;2;Médio;8554
3514304;Dourado;2016;3;Alto;8528
3514304;Dourado;2018;2;Médio;8506
3514304;Dourado;2020;2;Médio;8482
3514304;Dourado;2022;2;Médio;8099
3514304;Dourado;2024;3;Alto;7989
3514403;Dracena;2014;2;Médio;44043
3514403;Dracena;2016;3;Alto;44396
3514403;Dracena;2018;3;Alto;44694
3514403;Dracena;2020;3;Alto;44995
3514403;Dracena;2022;3;Alto;45458
3514403;Dracena;2024;3;Alto;45667
3514502;Duartina;2014;1;Baixo;12143
3514502;Duartina;2016;2;Médio;12088
3514502;Duartina;2018;2;Médio;12031
3514502;Duartina;2020;3;Alto;11975
3514502;Duartina;2022;3;Alto;12327
3514502;Duartina;2024;3;Alto;12320
3514601;Dumont;2014;2;Médio;8786
3514601;Dumont;2016;4;Muito alto;9079
3514601;Dumont;2018;3;Alto;9321
3514601;Dumont;2020;3;Alto;9570
3514601;Dumont;2022;4;Muito alto;9461
3514601;Dumont;2024;4;Muito alto;9649
3514700;Echaporã;2014;1;Baixo;6274
3514700;Echaporã;2016;1;Baixo;6253
3514700;Echaporã;2018;1;Baixo;6235
3514700;Echaporã;2020;2;Médio;6217
3514700;Echaporã;2022;1;Baixo;6206
3514700;Echaporã;2024;3;Alto;6166
3514809;Eldorado;2014;1;Baixo;14790
3514809;Eldorado;2016;1;Baixo;14909
3514809;Eldorado;2018;1;Baixo;15072
3514809;Eldorado;2020;1;Baixo;15236
3514809;Eldorado;2022;1;Baixo;13079
3514809;Eldorado;2024;1;Baixo;12711
3514908;Elias Fausto;2014;2;Médio;16438
3514908;Elias Fausto;2016;2;Médio;16756
3514908;Elias Fausto;2018;3;Alto;17048
3514908;Elias Fausto;2020;3;Alto;17346
3514908;Elias Fausto;2022;3;Alto;17685
3514908;Elias Fausto;2024;3;Alto;17926
3514924;Elisiário;2014;2;Médio;3282
3514924;Elisiário;2016;4;Muito alto;3359
3514924;Elisiário;2018;3;Alto;3428
3514924;Elisiário;2020;4;Muito alto;3499
3514924;Elisiário;2022;4;Muito alto;3138
3514924;Elisiário;2024;4;Muito alto;3111
3514957;Embaúba;2014;2;Médio;2411
3514957;Embaúba;2016;1;Baixo;2408
3514957;Embaúba;2018;2;Médio;2409
3514957;Embaúba;2020;3;Alto;2409
3514957;Embaúba;2022;2;Médio;2324
3514957;Embaúba;2024;4;Muito alto;2295
3515004;Embu das Artes;2014;1;Baixo;252729
3515004;Embu das Artes;2016;2;Médio;258917
3515004;Embu das Artes;2018;2;Médio;264787
3515004;Embu das Artes;2020;2;Médio;270790
3515004;Embu das Artes;2022;2;Médio;250617
3515004;Embu das Artes;2024;2;Médio;250100
3515103;Embu-Guaçu;2014;1;Baixo;64882
3515103;Embu-Guaçu;2016;2;Médio;65950
3515103;Embu-Guaçu;2018;2;Médio;66993
3515103;Embu-Guaçu;2020;2;Médio;68053
3515103;Embu-Guaçu;2022;1;Baixo;66940
3515103;Embu-Guaçu;2024;2;Médio;67053
3515129;Emilianópolis;2014;2;Médio;3047
3515129;Emilianópolis;2016;2;Médio;3057
3515129;Emilianópolis;2018;2;Médio;3063
3515129;Emilianópolis;2020;2;Médio;3068
3515129;Emilianópolis;2022;2;Médio;3014
3515129;Emilianópolis;2024;4;Muito alto;3005
3515152;Engenheiro Coelho;2014;1;Baixo;17772
3515152;Engenheiro Coelho;2016;2;Médio;18761
3515152;Engenheiro Coelho;2018;2;Médio;19628
3515152;Engenheiro Coelho;2020;2;Médio;20535
3515152;Engenheiro Coelho;2022;2;Médio;19536
3515152;Engenheiro Coelho;2024;3;Alto;20145
3515186;Espírito Santo do Pinhal;2014;2;Médio;42214
3515186;Espírito Santo do Pinhal;2016;2;Médio;42350
3515186;Espírito Santo do Pinhal;2018;3;Alto;42461
3515186;Espírito Santo do Pinhal;2020;3;Alto;42573
3515186;Espírito Santo do Pinhal;2022;3;Alto;39830
3515186;Espírito Santo do Pinhal;2024;3;Alto;39381
3515194;Espírito Santo do Turvo;2014;1;Baixo;4462
3515194;Espírito Santo do Turvo;2016;1;Baixo;4573
3515194;Espírito Santo do Turvo;2018;1;Baixo;4685
3515194;Espírito Santo do Turvo;2020;2;Médio;4799
3515194;Espírito Santo do Turvo;2022;2;Médio;4158
3515194;Espírito Santo do Turvo;2024;3;Alto;4148
3515202;Estrela d'Oeste;2014;3;Alto;8168
3515202;Estrela d'Oeste;2016;4;Muito alto;8144
3515202;Estrela d'Oeste;2018;4;Muito alto;8119
3515202;Estrela d'Oeste;2020;4;Muito alto;8094
3515202;Estrela d'Oeste;2022;3;Alto;9408
3515202;Estrela d'Oeste;2024;4;Muito alto;9579
3515301;Estrela do Norte;2014;2;Médio;2655
3515301;Estrela do Norte;2016;4;Muito alto;2656
3515301;Estrela do Norte;2018;3;Alto;2661
3515301;Estrela do Norte;2020;4;Muito alto;2665
3515301;Estrela do Norte;2022;2;Médio;2703
3515301;Estrela do Norte;2024;2;Médio;2663
3515350;Euclides da Cunha Paulista;2014;1;Baixo;9517
3515350;Euclides da Cunha Paulista;2016;1;Baixo;9507
3515350;Euclides da Cunha Paulista;2018;1;Baixo;9523
3515350;Euclides da Cunha Paulista;2020;1;Baixo;9537
3515350;Euclides da Cunha Paulista;2022;1;Baixo;7934
3515350;Euclides da Cunha Paulista;2024;1;Baixo;7604
3515400;Fartura;2014;3;Alto;15432
3515400;Fartura;2016;3;Alto;15497
3515400;Fartura;2018;4;Muito alto;15570
3515400;Fartura;2020;4;Muito alto;15644
3515400;Fartura;2022;3;Alto;16631
3515400;Fartura;2024;4;Muito alto;16737
3515509;Fernandópolis;2014;3;Alto;65375
3515509;Fernandópolis;2016;3;Alto;65663
3515509;Fernandópolis;2018;4;Muito alto;65887
3515509;Fernandópolis;2020;4;Muito alto;66112
3515509;Fernandópolis;2022;3;Alto;71139
3515509;Fernandópolis;2024;4;Muito alto;72043
3515608;Fernando Prestes;2014;2;Médio;5556
3515608;Fernando Prestes;2016;3;Alto;5563
3515608;Fernando Prestes;2018;3;Alto;5567
3515608;Fernando Prestes;2020;4;Muito alto;5572
3515608;Fernando Prestes;2022;4;Muito alto;5939
3515608;Fernando Prestes;2024;4;Muito alto;5998
3515657;Fernão;2014;4;Muito alto;1596
3515657;Fernão;2016;3;Alto;1613
3515657;Fernão;2018;4;Muito alto;1631
3515657;Fernão;2020;3;Alto;1649
3515657;Fernão;2022;3;Alto;1655
3515657;Fernão;2024;3;Alto;1664
3515707;Ferraz de Vasconcelos;2014;1;Baixo;178160
3515707;Ferraz de Vasconcelos;2016;1;Baixo;183163
3515707;Ferraz de Vasconcelos;2018;1;Baixo;188035
3515707;Ferraz de Vasconcelos;2020;2;Médio;193037
3515707;Ferraz de Vasconcelos;2022;1;Baixo;179120
3515707;Ferraz de Vasconcelos;2024;2;Médio;179733
3515806;Flora Rica;2014;1;Baixo;1674
3515806;Flora Rica;2016;2;Médio;1641
3515806;Flora Rica;2018;2;Médio;1615
3515806;Flora Rica;2020;3;Alto;1589
3515806;Flora Rica;2022;3;Alto;1489
3515806;Flora Rica;2024;3;Alto;1435
3515905;Floreal;2014;3;Alto;2942
3515905;Floreal;2016;4;Muito alto;2912
3515905;Floreal;2018;4;Muito alto;2884
3515905;Floreal;2020;4;Muito alto;2856
3515905;Floreal;2022;4;Muito alto;2735
3515905;Floreal;2024;4;Muito alto;2678
3516002;Flórida Paulista;2014;1;Baixo;12522
3516002;Flórida Paulista;2016;1;Baixo;12380
3516002;Flórida Paulista;2018;1;Baixo;12249
3516002;Flórida Paulista;2020;1;Baixo;12120
3516002;Flórida Paulista;2022;1;Baixo;12957
3516002;Flórida Paulista;2024;2;Médio;12908
3516101;Florínea;2014;1;Baixo;2766
3516101;Florínea;2016;3;Alto;2740
3516101;Florínea;2018;4;Muito alto;2722
3516101;Florínea;2020;3;Alto;2703
3516101;Florínea;2022;4;Muito alto;3843
3516101;Florínea;2024;4;Muito alto;3988
3516200;Franca;2014;2;Médio;328640
3516200;Franca;2016;3;Alto;333405
3516200;Franca;2018;3;Alto;337738
3516200;Franca;2020;4;Muito alto;342125
3516200;Franca;2022;3;Alto;352289
3516200;Franca;2024;3;Alto;356397
3516309;Francisco Morato;2014;1;Baixo;162055
3516309;Francisco Morato;2016;1;Baixo;166077
3516309;Francisco Morato;2018;1;Baixo;170189
3516309;Francisco Morato;2020;1;Baixo;174403
3516309;Francisco Morato;2022;1;Baixo;165062
3516309;Francisco Morato;2024;1;Baixo;165657
3516408;Franco da Rocha;2014;1;Baixo;139981
3516408;Franco da Rocha;2016;1;Baixo;144159
3516408;Franco da Rocha;2018;1;Baixo;148126
3516408;Franco da Rocha;2020;1;Baixo;152201
3516408;Franco da Rocha;2022;1;Baixo;144753
3516408;Franco da Rocha;2024;2;Médio;146151
3516507;Gabriel Monteiro;2014;3;Alto;2703
3516507;Gabriel Monteiro;2016;4;Muito alto;2698
3516507;Gabriel Monteiro;2018;3;Alto;2692
3516507;Gabriel Monteiro;2020;3;Alto;2684
3516507;Gabriel Monteiro;2022;4;Muito alto;2763
3516507;Gabriel Monteiro;2024;4;Muito alto;2758
3516606;Gália;2014;1;Baixo;6787
3516606;Gália;2016;2;Médio;6696
3516606;Gália;2018;1;Baixo;6629
3516606;Gália;2020;2;Médio;6563
3516606;Gália;2022;1;Baixo;6384
3516606;Gália;2024;1;Baixo;6218
3516705;Garça;2014;1;Baixo;42838
3516705;Garça;2016;1;Baixo;42712
3516705;Garça;2018;2;Médio;42597
3516705;Garça;2020;2;Médio;42483
3516705;Garça;2022;2;Médio;42117
3516705;Garça;2024;2;Médio;41765
3516804;Gastão Vidigal;2014;2;Médio;4446
3516804;Gastão Vidigal;2016;2;Médio;4563
3516804;Gastão Vidigal;2018;3;Alto;4664
3516804;Gastão Vidigal;2020;3;Alto;4768
3516804;Gastão Vidigal;2022;3;Alto;3258
3516804;Gastão Vidigal;2024;3;Alto;3066
3516853;Gavião Peixoto;2014;2;Médio;4496
3516853;Gavião Peixoto;2016;4;Muito alto;4535
3516853;Gavião Peixoto;2018;4;Muito alto;4572
3516853;Gavião Peixoto;2020;4;Muito alto;4610
3516853;Gavião Peixoto;2022;4;Muito alto;4700
3516853;Gavião Peixoto;2024;4;Muito alto;4742
3516903;General Salgado;2014;3;Alto;10683
3516903;General Salgado;2016;1;Baixo;10679
3516903;General Salgado;2018;2;Médio;10663
3516903;General Salgado;2020;2;Médio;10648
3516903;General Salgado;2022;2;Médio;10314
3516903;General Salgado;2024;2;Médio;10194
3517000;Getulina;2014;1;Baixo;10790
3517000;Getulina;2016;1;Baixo;10807
3517000;Getulina;2018;1;Baixo;10827
3517000;Getulina;2020;2;Médio;10847
3517000;Getulina;2022;1;Baixo;10236
3517000;Getulina;2024;2;Médio;10057
3517109;Glicério;2014;1;Baixo;4643
3517109;Glicério;2016;2;Médio;4681
3517109;Glicério;2018;3;Alto;4714
3517109;Glicério;2020;3;Alto;4749
3517109;Glicério;2022;3;Alto;4141
3517109;Glicério;2024;3;Alto;4019
3517208;Guaiçara;2014;1;Baixo;11195
