cod_ibge;Municipio;Ano;Grupos Numero;Grupos;População
3517208;Guaiçara;2016;1;Baixo;11454
3517208;Guaiçara;2018;1;Baixo;11698
3517208;Guaiçara;2020;1;Baixo;11947
3517208;Guaiçara;2022;2;Médio;11235
3517208;Guaiçara;2024;1;Baixo;11271
3517307;Guaimbê;2014;1;Baixo;5457
3517307;Guaimbê;2016;1;Baixo;5479
3517307;Guaimbê;2018;1;Baixo;5507
3517307;Guaimbê;2020;1;Baixo;5534
3517307;Guaimbê;2022;1;Baixo;5511
3517307;Guaimbê;2024;2;Médio;5480
3517406;Guaíra;2014;2;Médio;38135
3517406;Guaíra;2016;3;Alto;38473
3517406;Guaíra;2018;3;Alto;38766
3517406;Guaíra;2020;3;Alto;39061
3517406;Guaíra;2022;2;Médio;39266
3517406;Guaíra;2024;3;Alto;39464
3517505;Guapiaçu;2014;2;Médio;19146
3517505;Guapiaçu;2016;3;Alto;19753
3517505;Guapiaçu;2018;3;Alto;20293
3517505;Guapiaçu;2020;3;Alto;20848
3517505;Guapiaçu;2022;3;Alto;21682
3517505;Guapiaçu;2024;3;Alto;22310
3517604;Guapiara;2014;1;Baixo;17754
3517604;Guapiara;2016;1;Baixo;17707
3517604;Guapiara;2018;1;Baixo;17741
3517604;Guapiara;2020;1;Baixo;17775
3517604;Guapiara;2022;1;Baixo;17077
3517604;Guapiara;2024;1;Baixo;16822
3517703;Guará;2014;1;Baixo;20226
3517703;Guará;2016;2;Médio;20421
3517703;Guará;2018;2;Médio;20622
3517703;Guará;2020;2;Médio;20824
3517703;Guará;2022;2;Médio;18614
3517703;Guará;2024;2;Médio;18295
3517802;Guaraçaí;2014;1;Baixo;8440
3517802;Guaraçaí;2016;2;Médio;8434
3517802;Guaraçaí;2018;2;Médio;8424
3517802;Guaraçaí;2020;2;Médio;8412
3517802;Guaraçaí;2022;1;Baixo;7447
3517802;Guaraçaí;2024;2;Médio;7206
3517901;Guaraci;2014;1;Baixo;10386
3517901;Guaraci;2016;1;Baixo;10589
3517901;Guaraci;2018;2;Médio;10781
3517901;Guaraci;2020;3;Alto;10978
3517901;Guaraci;2022;2;Médio;10347
3517901;Guaraci;2024;3;Alto;10374
3518008;Guarani d'Oeste;2014;3;Alto;1952
3518008;Guarani d'Oeste;2016;3;Alto;1942
3518008;Guarani d'Oeste;2018;4;Muito alto;1932
3518008;Guarani d'Oeste;2020;4;Muito alto;1922
3518008;Guarani d'Oeste;2022;4;Muito alto;1968
3518008;Guarani d'Oeste;2024;2;Médio;1956
3518107;Guarantã;2014;1;Baixo;6430
3518107;Guarantã;2016;2;Médio;6445
3518107;Guarantã;2018;1;Baixo;6461
3518107;Guarantã;2020;2;Médio;6477
3518107;Guarantã;2022;2;Médio;6427
3518107;Guarantã;2024;1;Baixo;6394
3518206;Guararapes;2014;2;Médio;31270
3518206;Guararapes;2016;2;Médio;31570
3518206;Guararapes;2018;3;Alto;31822
3518206;Guararapes;2020;4;Muito alto;32076
3518206;Guararapes;2022;3;Alto;31040
3518206;Guararapes;2024;4;Muito alto;30836
3518305;Guararema;2014;2;Médio;27248
3518305;Guararema;2016;2;Médio;27973
3518305;Guararema;2018;3;Alto;28692
3518305;Guararema;2020;3;Alto;29429
3518305;Guararema;2022;3;Alto;31195
3518305;Guararema;2024;4;Muito alto;31934
3518404;Guaratinguetá;2014;1;Baixo;114750
3518404;Guaratinguetá;2016;2;Médio;116020
3518404;Guaratinguetá;2018;2;Médio;117177
3518404;Guaratinguetá;2020;3;Alto;118345
3518404;Guaratinguetá;2022;2;Médio;118001
3518404;Guaratinguetá;2024;3;Alto;118669
3518503;Guareí;2014;2;Médio;15033
3518503;Guareí;2016;1;Baixo;15279
3518503;Guareí;2018;2;Médio;15512
3518503;Guareí;2020;2;Médio;15750
3518503;Guareí;2022;1;Baixo;15010
3518503;Guareí;2024;3;Alto;15022
3518602;Guariba;2014;1;Baixo;36962
3518602;Guariba;2016;2;Médio;37679
3518602;Guariba;2018;2;Médio;38344
3518602;Guariba;2020;3;Alto;39021
3518602;Guariba;2022;2;Médio;37484
3518602;Guariba;2024;3;Alto;37503
3518701;Guarujá;2014;1;Baixo;300761
3518701;Guarujá;2016;1;Baixo;305938
3518701;Guarujá;2018;2;Médio;311128
3518701;Guarujá;2020;2;Médio;316405
3518701;Guarujá;2022;2;Médio;287656
3518701;Guarujá;2024;2;Médio;284834
3518800;Guarulhos;2014;2;Médio;1274528
3518800;Guarulhos;2016;2;Médio;1300708
3518800;Guarulhos;2018;2;Médio;1325750
3518800;Guarulhos;2020;2;Médio;1351275
3518800;Guarulhos;2022;2;Médio;1291273
3518800;Guarulhos;2024;2;Médio;1294142
3518859;Guatapará;2014;1;Baixo;7155
3518859;Guatapará;2016;1;Baixo;7250
3518859;Guatapará;2018;1;Baixo;7345
3518859;Guatapará;2020;2;Médio;7440
3518859;Guatapará;2022;1;Baixo;7317
3518859;Guatapará;2024;2;Médio;7329
3518909;Guzolândia;2014;1;Baixo;4898
3518909;Guzolândia;2016;1;Baixo;4970
3518909;Guzolândia;2018;2;Médio;5038
3518909;Guzolândia;2020;2;Médio;5107
3518909;Guzolândia;2022;2;Médio;4249
3518909;Guzolândia;2024;3;Alto;4119
3519006;Herculândia;2014;1;Baixo;8921
3519006;Herculândia;2016;1;Baixo;9036
3519006;Herculândia;2018;2;Médio;9147
3519006;Herculândia;2020;2;Médio;9260
3519006;Herculândia;2022;1;Baixo;9122
3519006;Herculândia;2024;1;Baixo;9172
3519055;Holambra;2014;3;Alto;12678
3519055;Holambra;2016;4;Muito alto;13335
3519055;Holambra;2018;4;Muito alto;13901
3519055;Holambra;2020;4;Muito alto;14493
3519055;Holambra;2022;4;Muito alto;15064
3519055;Holambra;2024;4;Muito alto;15694
3519071;Hortolândia;2014;2;Médio;207665
3519071;Hortolândia;2016;3;Alto;215281
3519071;Hortolândia;2018;4;Muito alto;222649
3519071;Hortolândia;2020;4;Muito alto;230268
3519071;Hortolândia;2022;4;Muito alto;236304
3519071;Hortolândia;2024;4;Muito alto;243005
3519105;Iacanga;2014;2;Médio;10557
3519105;Iacanga;2016;3;Alto;10820
3519105;Iacanga;2018;3;Alto;11060
3519105;Iacanga;2020;3;Alto;11306
3519105;Iacanga;2022;3;Alto;10434
3519105;Iacanga;2024;4;Muito alto;10487
3519204;Iacri;2014;1;Baixo;6367
3519204;Iacri;2016;1;Baixo;6337
3519204;Iacri;2018;2;Médio;6305
3519204;Iacri;2020;2;Médio;6272
3519204;Iacri;2022;1;Baixo;6133
3519204;Iacri;2024;2;Médio;6080
3519253;Iaras;2014;1;Baixo;6566
3519253;Iaras;2016;1;Baixo;6677
3519253;Iaras;2018;1;Baixo;6785
3519253;Iaras;2020;1;Baixo;6894
3519253;Iaras;2022;1;Baixo;7997
3519253;Iaras;2024;1;Baixo;8221
3519303;Ibaté;2014;1;Baixo;32380
3519303;Ibaté;2016;2;Médio;33192
3519303;Ibaté;2018;3;Alto;33956
3519303;Ibaté;2020;3;Alto;34738
3519303;Ibaté;2022;3;Alto;32168
3519303;Ibaté;2024;3;Alto;32176
3519402;Ibirá;2014;2;Médio;11390
3519402;Ibirá;2016;4;Muito alto;11627
3519402;Ibirá;2018;4;Muito alto;11841
3519402;Ibirá;2020;3;Alto;12059
3519402;Ibirá;2022;2;Médio;11684
3519402;Ibirá;2024;3;Alto;11774
3519501;Ibirarema;2014;1;Baixo;7038
3519501;Ibirarema;2016;2;Médio;7197
3519501;Ibirarema;2018;2;Médio;7351
3519501;Ibirarema;2020;2;Médio;7509
3519501;Ibirarema;2022;1;Baixo;6387
3519501;Ibirarema;2024;2;Médio;6271
3519600;Ibitinga;2014;2;Médio;55453
3519600;Ibitinga;2016;2;Médio;56538
3519600;Ibitinga;2018;3;Alto;57511
3519600;Ibitinga;2020;3;Alto;58501
3519600;Ibitinga;2022;2;Médio;59982
3519600;Ibitinga;2024;3;Alto;60832
3519709;Ibiúna;2014;1;Baixo;73309
3519709;Ibiúna;2016;2;Médio;74364
3519709;Ibiúna;2018;2;Médio;75390
3519709;Ibiúna;2020;2;Médio;76430
3519709;Ibiúna;2022;2;Médio;75574
3519709;Ibiúna;2024;2;Médio;75901
3519808;Icém;2014;1;Baixo;7698
3519808;Icém;2016;2;Médio;7814
3519808;Icém;2018;1;Baixo;7922
3519808;Icém;2020;1;Baixo;8032
3519808;Icém;2022;1;Baixo;7816
3519808;Icém;2024;2;Médio;7838
3519907;Iepê;2014;2;Médio;7739
3519907;Iepê;2016;2;Médio;7799
3519907;Iepê;2018;2;Médio;7859
3519907;Iepê;2020;2;Médio;7921
3519907;Iepê;2022;2;Médio;7619
3519907;Iepê;2024;2;Médio;7576
3520004;Igaraçu do Tietê;2014;1;Baixo;23661
3520004;Igaraçu do Tietê;2016;1;Baixo;23817
3520004;Igaraçu do Tietê;2018;1;Baixo;23976
3520004;Igaraçu do Tietê;2020;1;Baixo;24135
3520004;Igaraçu do Tietê;2022;1;Baixo;23108
3520004;Igaraçu do Tietê;2024;1;Baixo;22912
3520103;Igarapava;2014;2;Médio;28594
3520103;Igarapava;2016;1;Baixo;28899
3520103;Igarapava;2018;2;Médio;29176
3520103;Igarapava;2020;2;Médio;29456
3520103;Igarapava;2022;2;Médio;26224
3520103;Igarapava;2024;2;Médio;25796
3520202;Igaratá;2014;1;Baixo;9025
3520202;Igaratá;2016;1;Baixo;9122
3520202;Igaratá;2018;2;Médio;9217
3520202;Igaratá;2020;3;Alto;9312
3520202;Igaratá;2022;2;Médio;10592
3520202;Igaratá;2024;2;Médio;10867
3520301;Iguape;2014;1;Baixo;29031
3520301;Iguape;2016;1;Baixo;29158
3520301;Iguape;2018;1;Baixo;29311
3520301;Iguape;2020;2;Médio;29465
3520301;Iguape;2022;1;Baixo;29113
3520301;Iguape;2024;2;Médio;28969
3520400;Ilhabela;2014;3;Alto;30431
3520400;Ilhabela;2016;3;Alto;31508
3520400;Ilhabela;2018;4;Muito alto;32474
3520400;Ilhabela;2020;4;Muito alto;33470
3520400;Ilhabela;2022;4;Muito alto;34882
3520400;Ilhabela;2024;4;Muito alto;35869
3520426;Ilha Comprida;2014;2;Médio;9515
3520426;Ilha Comprida;2016;2;Médio;9774
3520426;Ilha Comprida;2018;4;Muito alto;10031
3520426;Ilha Comprida;2020;3;Alto;10296
3520426;Ilha Comprida;2022;1;Baixo;13382
3520426;Ilha Comprida;2024;2;Médio;14049
3520442;Ilha Solteira;2014;2;Médio;25400
3520442;Ilha Solteira;2016;3;Alto;25539
3520442;Ilha Solteira;2018;4;Muito alto;25643
3520442;Ilha Solteira;2020;4;Muito alto;25748
3520442;Ilha Solteira;2022;3;Alto;25546
3520442;Ilha Solteira;2024;3;Alto;25436
3520509;Indaiatuba;2014;3;Alto;220762
3520509;Indaiatuba;2016;4;Muito alto;229256
3520509;Indaiatuba;2018;4;Muito alto;235964
3520509;Indaiatuba;2020;4;Muito alto;242868
3520509;Indaiatuba;2022;4;Muito alto;255326
3520509;Indaiatuba;2024;4;Muito alto;263716
3520608;Indiana;2014;1;Baixo;4806
3520608;Indiana;2016;1;Baixo;4796
3520608;Indiana;2018;2;Médio;4785
3520608;Indiana;2020;3;Alto;4775
3520608;Indiana;2022;1;Baixo;5088
3520608;Indiana;2024;3;Alto;5100
3520707;Indiaporã;2014;2;Médio;3876
3520707;Indiaporã;2016;2;Médio;3866
3520707;Indiaporã;2018;3;Alto;3860
3520707;Indiaporã;2020;4;Muito alto;3854
3520707;Indiaporã;2022;3;Alto;4034
3520707;Indiaporã;2024;3;Alto;4060
3520806;Inúbia Paulista;2014;2;Médio;3740
3520806;Inúbia Paulista;2016;2;Médio;3793
3520806;Inúbia Paulista;2018;4;Muito alto;3842
3520806;Inúbia Paulista;2020;3;Alto;3892
3520806;Inúbia Paulista;2022;3;Alto;3615
3520806;Inúbia Paulista;2024;2;Médio;3588
3520905;Ipaussu;2014;2;Médio;13992
3520905;Ipaussu;2016;3;Alto;14163
3520905;Ipaussu;2018;2;Médio;14333
3520905;Ipaussu;2020;2;Médio;14506
3520905;Ipaussu;2022;1;Baixo;13712
3520905;Ipaussu;2024;2;Médio;13659
3521002;Iperó;2014;1;Baixo;30835
3521002;Iperó;2016;1;Baixo;32077
3521002;Iperó;2018;2;Médio;33195
3521002;Iperó;2020;2;Médio;34352
3521002;Iperó;2022;2;Médio;36395
3521002;Iperó;2024;1;Baixo;37629
3521101;Ipeúna;2014;3;Alto;6617
3521101;Ipeúna;2016;3;Alto;6932
3521101;Ipeúna;2018;3;Alto;7244
3521101;Ipeúna;2020;4;Muito alto;7571
3521101;Ipeúna;2022;2;Médio;6825
3521101;Ipeúna;2024;3;Alto;6909
3521150;Ipiguá;2014;1;Baixo;4784
3521150;Ipiguá;2016;3;Alto;4940
3521150;Ipiguá;2018;3;Alto;5083
3521150;Ipiguá;2020;3;Alto;5231
3521150;Ipiguá;2022;2;Médio;6742
3521150;Ipiguá;2024;3;Alto;7125
3521200;Iporanga;2014;1;Baixo;4331
3521200;Iporanga;2016;1;Baixo;4353
3521200;Iporanga;2018;1;Baixo;4380
3521200;Iporanga;2020;1;Baixo;4407
3521200;Iporanga;2022;1;Baixo;4048
3521200;Iporanga;2024;1;Baixo;3994
3521309;Ipuã;2014;1;Baixo;14849
3521309;Ipuã;2016;3;Alto;15197
3521309;Ipuã;2018;3;Alto;15526
3521309;Ipuã;2020;2;Médio;15861
3521309;Ipuã;2022;2;Médio;14452
3521309;Ipuã;2024;3;Alto;14411
3521408;Iracemápolis;2014;3;Alto;21591
3521408;Iracemápolis;2016;4;Muito alto;22331
3521408;Iracemápolis;2018;4;Muito alto;22982
3521408;Iracemápolis;2020;4;Muito alto;23654
3521408;Iracemápolis;2022;4;Muito alto;21953
3521408;Iracemápolis;2024;4;Muito alto;22167
3521507;Irapuã;2014;2;Médio;7467
3521507;Irapuã;2016;2;Médio;7560
3521507;Irapuã;2018;3;Alto;7647
3521507;Irapuã;2020;4;Muito alto;7734
3521507;Irapuã;2022;3;Alto;6870
3521507;Irapuã;2024;4;Muito alto;6790
3521606;Irapuru;2014;1;Baixo;7593
3521606;Irapuru;2016;1;Baixo;7502
3521606;Irapuru;2018;2;Médio;7419
3521606;Irapuru;2020;1;Baixo;7334
3521606;Irapuru;2022;1;Baixo;7090
3521606;Irapuru;2024;2;Médio;6959
3521705;Itaberá;2014;2;Médio;17715
3521705;Itaberá;2016;2;Médio;17665
3521705;Itaberá;2018;1;Baixo;17639
3521705;Itaberá;2020;2;Médio;17614
3521705;Itaberá;2022;2;Médio;17982
3521705;Itaberá;2024;3;Alto;17947
3521804;Itaí;2014;1;Baixo;25000
3521804;Itaí;2016;2;Médio;25505
3521804;Itaí;2018;2;Médio;26002
3521804;Itaí;2020;2;Médio;26507
3521804;Itaí;2022;1;Baixo;25172
3521804;Itaí;2024;3;Alto;25265
3521903;Itajobi;2014;3;Alto;14607
3521903;Itajobi;2016;3;Alto;14619
3521903;Itajobi;2018;4;Muito alto;14616
3521903;Itajobi;2020;3;Alto;14614
3521903;Itajobi;2022;3;Alto;16971
3521903;Itajobi;2024;4;Muito alto;17429
3522000;Itaju;2014;1;Baixo;3419
3522000;Itaju;2016;2;Médio;3502
3522000;Itaju;2018;2;Médio;3577
3522000;Itaju;2020;2;Médio;3654
3522000;Itaju;2022;2;Médio;3615
3522000;Itaju;2024;3;Alto;3683
3522109;Itanhaém;2014;1;Baixo;91716
3522109;Itanhaém;2016;2;Médio;94088
3522109;Itanhaém;2018;3;Alto;96394
3522109;Itanhaém;2020;2;Médio;98757
3522109;Itanhaém;2022;1;Baixo;112276
3522109;Itanhaém;2024;3;Alto;115892
3522158;Itaoca;2014;1;Baixo;3195
3522158;Itaoca;2016;1;Baixo;3186
3522158;Itaoca;2018;1;Baixo;3186
3522158;Itaoca;2020;1;Baixo;3186
3522158;Itaoca;2022;1;Baixo;3421
3522158;Itaoca;2024;2;Médio;3446
3522208;Itapecerica da Serra;2014;1;Baixo;159457
3522208;Itapecerica da Serra;2016;1;Baixo;162907
3522208;Itapecerica da Serra;2018;2;Médio;166229
3522208;Itapecerica da Serra;2020;2;Médio;169619
3522208;Itapecerica da Serra;2022;1;Baixo;158480
3522208;Itapecerica da Serra;2024;2;Médio;157924
3522307;Itapetininga;2014;2;Médio;150668
3522307;Itapetininga;2016;2;Médio;153861
3522307;Itapetininga;2018;2;Médio;156973
3522307;Itapetininga;2020;3;Alto;160150
3522307;Itapetininga;2022;2;Médio;157693
3522307;Itapetininga;2024;3;Alto;159221
3522406;Itapeva;2014;1;Baixo;89196
3522406;Itapeva;2016;2;Médio;89992
3522406;Itapeva;2018;2;Médio;90839
3522406;Itapeva;2020;3;Alto;91693
3522406;Itapeva;2022;2;Médio;89714
3522406;Itapeva;2024;3;Alto;89576
3522505;Itapevi;2014;1;Baixo;215034
3522505;Itapevi;2016;2;Médio;222501
3522505;Itapevi;2018;2;Médio;229982
3522505;Itapevi;2020;2;Médio;237714
3522505;Itapevi;2022;2;Médio;232062
3522505;Itapevi;2024;1;Baixo;235675
3522604;Itapira;2014;3;Alto;69967
3522604;Itapira;2016;2;Médio;70571
3522604;Itapira;2018;3;Alto;71034
3522604;Itapira;2020;3;Alto;71500
3522604;Itapira;2022;3;Alto;71997
3522604;Itapira;2024;3;Alto;72264
3522653;Itapirapuã Paulista;2014;1;Baixo;3980
3522653;Itapirapuã Paulista;2016;1;Baixo;4040
3522653;Itapirapuã Paulista;2018;1;Baixo;4109
3522653;Itapirapuã Paulista;2020;1;Baixo;4180
3522653;Itapirapuã Paulista;2022;1;Baixo;4303
3522653;Itapirapuã Paulista;2024;2;Médio;4395
3522703;Itápolis;2014;2;Médio;40674
3522703;Itápolis;2016;3;Alto;40978
3522703;Itápolis;2018;3;Alto;41262
3522703;Itápolis;2020;4;Muito alto;41548
3522703;Itápolis;2022;3;Alto;39497
3522703;Itápolis;2024;4;Muito alto;39258
3522802;Itaporanga;2014;1;Baixo;14589
3522802;Itaporanga;2016;1;Baixo;14617
3522802;Itaporanga;2018;1;Baixo;14653
3522802;Itaporanga;2020;2;Médio;14688
3522802;Itaporanga;2022;1;Baixo;14088
3522802;Itaporanga;2024;1;Baixo;13936
3522901;Itapuí;2014;3;Alto;12837
3522901;Itapuí;2016;2;Médio;13163
3522901;Itapuí;2018;3;Alto;13467
3522901;Itapuí;2020;4;Muito alto;13779
3522901;Itapuí;2022;3;Alto;13648
3522901;Itapuí;2024;4;Muito alto;13880
3523008;Itapura;2014;1;Baixo;4581
3523008;Itapura;2016;1;Baixo;4694
3523008;Itapura;2018;2;Médio;4804
3523008;Itapura;2020;2;Médio;4916
3523008;Itapura;2022;2;Médio;3982
3523008;Itapura;2024;3;Alto;3881
3523107;Itaquaquecetuba;2014;1;Baixo;340751
3523107;Itaquaquecetuba;2016;1;Baixo;350610
3523107;Itaquaquecetuba;2018;1;Baixo;360462
3523107;Itaquaquecetuba;2020;1;Baixo;370589
3523107;Itaquaquecetuba;2022;1;Baixo;368922
3523107;Itaquaquecetuba;2024;1;Baixo;374789
3523206;Itararé;2014;1;Baixo;48285
3523206;Itararé;2016;1;Baixo;48504
3523206;Itararé;2018;2;Médio;48760
3523206;Itararé;2020;2;Médio;49018
3523206;Itararé;2022;2;Médio;44461
3523206;Itararé;2024;2;Médio;43691
3523305;Itariri;2014;1;Baixo;16174
3523305;Itariri;2016;1;Baixo;16538
3523305;Itariri;2018;1;Baixo;16902
3523305;Itariri;2020;1;Baixo;17274
3523305;Itariri;2022;2;Médio;15528
3523305;Itariri;2024;2;Médio;15474
3523404;Itatiba;2014;3;Alto;108484
3523404;Itatiba;2016;4;Muito alto;111835
3523404;Itatiba;2018;4;Muito alto;114835
3523404;Itatiba;2020;4;Muito alto;117916
3523404;Itatiba;2022;4;Muito alto;121437
3523404;Itatiba;2024;4;Muito alto;124270
3523503;Itatinga;2014;1;Baixo;19024
3523503;Itatinga;2016;2;Médio;19528
3523503;Itatinga;2018;2;Médio;20033
3523503;Itatinga;2020;3;Alto;20550
3523503;Itatinga;2022;1;Baixo;19063
3523503;Itatinga;2024;1;Baixo;19109
3523602;Itirapina;2014;2;Médio;16191
3523602;Itirapina;2016;2;Médio;16524
3523602;Itirapina;2018;2;Médio;16840
3523602;Itirapina;2020;3;Alto;17162
3523602;Itirapina;2022;3;Alto;16144
3523602;Itirapina;2024;4;Muito alto;16201
3523701;Itirapuã;2014;1;Baixo;6057
3523701;Itirapuã;2016;1;Baixo;6131
3523701;Itirapuã;2018;1;Baixo;6204
3523701;Itirapuã;2020;1;Baixo;6279
3523701;Itirapuã;2022;1;Baixo;5780
3523701;Itirapuã;2024;2;Médio;5707
3523800;Itobi;2014;1;Baixo;7572
3523800;Itobi;2016;1;Baixo;7584
3523800;Itobi;2018;1;Baixo;7596
3523800;Itobi;2020;2;Médio;7609
3523800;Itobi;2022;2;Médio;8042
3523800;Itobi;2024;2;Médio;8065
3523909;Itu;2014;3;Alto;160608
3523909;Itu;2016;3;Alto;163775
3523909;Itu;2018;3;Alto;166747
3523909;Itu;2020;3;Alto;169772
3523909;Itu;2022;3;Alto;168138
3523909;Itu;2024;4;Muito alto;169573
3524006;Itupeva;2014;3;Alto;50622
3524006;Itupeva;2016;3;Alto;53551
3524006;Itupeva;2018;4;Muito alto;56285
3524006;Itupeva;2020;4;Muito alto;59159
3524006;Itupeva;2022;4;Muito alto;70394
3524006;Itupeva;2024;4;Muito alto;74727
3524105;Ituverava;2014;1;Baixo;39373
3524105;Ituverava;2016;2;Médio;39688
3524105;Ituverava;2018;2;Médio;39966
3524105;Ituverava;2020;3;Alto;40246
3524105;Ituverava;2022;2;Médio;37579
3524105;Ituverava;2024;2;Médio;37286
3524204;Jaborandi;2014;1;Baixo;6633
3524204;Jaborandi;2016;2;Médio;6651
3524204;Jaborandi;2018;2;Médio;6664
3524204;Jaborandi;2020;2;Médio;6677
3524204;Jaborandi;2022;1;Baixo;6224
3524204;Jaborandi;2024;2;Médio;6109
3524303;Jaboticabal;2014;2;Médio;72796
3524303;Jaboticabal;2016;3;Alto;73315
3524303;Jaboticabal;2018;3;Alto;73766
3524303;Jaboticabal;2020;3;Alto;74221
3524303;Jaboticabal;2022;3;Alto;71820
3524303;Jaboticabal;2024;3;Alto;71481
3524402;Jacareí;2014;2;Médio;218260
3524402;Jacareí;2016;2;Médio;221650
3524402;Jacareí;2018;3;Alto;224775
3524402;Jacareí;2020;3;Alto;227945
3524402;Jacareí;2022;3;Alto;240060
3524402;Jacareí;2024;3;Alto;243491
3524501;Jaci;2014;3;Alto;6197
3524501;Jaci;2016;2;Médio;6464
3524501;Jaci;2018;3;Alto;6712
3524501;Jaci;2020;3;Alto;6969
3524501;Jaci;2022;3;Alto;7597
3524501;Jaci;2024;3;Alto;7882
3524600;Jacupiranga;2014;1;Baixo;17165
3524600;Jacupiranga;2016;1;Baixo;17169
3524600;Jacupiranga;2018;2;Médio;17195
3524600;Jacupiranga;2020;2;Médio;17222
3524600;Jacupiranga;2022;1;Baixo;16104
3524600;Jacupiranga;2024;3;Alto;15759
3524709;Jaguariúna;2014;4;Muito alto;49074
3524709;Jaguariúna;2016;4;Muito alto;51248
3524709;Jaguariúna;2018;4;Muito alto;53018
3524709;Jaguariúna;2020;4;Muito alto;54848
3524709;Jaguariúna;2022;4;Muito alto;59227
3524709;Jaguariúna;2024;4;Muito alto;61499
3524808;Jales;2014;3;Alto;47137
3524808;Jales;2016;3;Alto;47187
3524808;Jales;2018;4;Muito alto;47220
3524808;Jales;2020;4;Muito alto;47254
3524808;Jales;2022;4;Muito alto;48764
3524808;Jales;2024;4;Muito alto;48888
3524907;Jambeiro;2014;3;Alto;5739
3524907;Jambeiro;2016;2;Médio;5916
3524907;Jambeiro;2018;3;Alto;6064
3524907;Jambeiro;2020;2;Médio;6214
3524907;Jambeiro;2022;1;Baixo;6389
3524907;Jambeiro;2024;3;Alto;6554
3525003;Jandira;2014;1;Baixo;114431
3525003;Jandira;2016;2;Médio;117518
3525003;Jandira;2018;2;Médio;120523
3525003;Jandira;2020;2;Médio;123603
3525003;Jandira;2022;2;Médio;117975
3525003;Jandira;2024;2;Médio;118797
3525102;Jardinópolis;2014;1;Baixo;39896
3525102;Jardinópolis;2016;2;Médio;40962
3525102;Jardinópolis;2018;3;Alto;41916
3525102;Jardinópolis;2020;2;Médio;42893
3525102;Jardinópolis;2022;2;Médio;45224
3525102;Jardinópolis;2024;3;Alto;46311
3525201;Jarinu;2014;2;Médio;26292
3525201;Jarinu;2016;3;Alto;27510
3525201;Jarinu;2018;3;Alto;28642
3525201;Jarinu;2020;4;Muito alto;29820
3525201;Jarinu;2022;2;Médio;37417
3525201;Jarinu;2024;3;Alto;39596
3525300;Jaú;2014;2;Médio;138001
3525300;Jaú;2016;2;Médio;141344
3525300;Jaú;2018;3;Alto;144392
3525300;Jaú;2020;3;Alto;147505
3525300;Jaú;2022;3;Alto;133480
3525300;Jaú;2024;3;Alto;133488
3525409;Jeriquara;2014;1;Baixo;3150
3525409;Jeriquara;2016;1;Baixo;3146
3525409;Jeriquara;2018;2;Médio;3144
3525409;Jeriquara;2020;2;Médio;3141
3525409;Jeriquara;2022;2;Médio;3858
3525409;Jeriquara;2024;3;Alto;3962
3525508;Joanópolis;2014;1;Baixo;12153
3525508;Joanópolis;2016;3;Alto;12336
3525508;Joanópolis;2018;3;Alto;12500
3525508;Joanópolis;2020;3;Alto;12666
3525508;Joanópolis;2022;2;Médio;12807
3525508;Joanópolis;2024;2;Médio;12920
3525607;João Ramalho;2014;1;Baixo;4243
3525607;João Ramalho;2016;1;Baixo;4290
3525607;João Ramalho;2018;2;Médio;4336
3525607;João Ramalho;2020;3;Alto;4384
3525607;João Ramalho;2022;2;Médio;4369
3525607;João Ramalho;2024;3;Alto;4358
3525706;José Bonifácio;2014;2;Médio;34074
3525706;José Bonifácio;2016;3;Alto;34726
3525706;José Bonifácio;2018;3;Alto;35348
3525706;José Bonifácio;2020;2;Médio;35981
3525706;José Bonifácio;2022;2;Médio;36605
3525706;José Bonifácio;2024;3;Alto;37164
3525805;Júlio Mesquita;2014;1;Baixo;4505
3525805;Júlio Mesquita;2016;1;Baixo;4547
3525805;Júlio Mesquita;2018;1;Baixo;4593
3525805;Júlio Mesquita;2020;1;Baixo;4640
3525805;Júlio Mesquita;2022;1;Baixo;4255
3525805;Júlio Mesquita;2024;1;Baixo;4216
3525854;Jumirim;2014;3;Alto;3017
3525854;Jumirim;2016;3;Alto;3120
3525854;Jumirim;2018;4;Muito alto;3211
3525854;Jumirim;2020;4;Muito alto;3306
3525854;Jumirim;2022;4;Muito alto;3054
3525854;Jumirim;2024;4;Muito alto;3093
3525904;Jundiaí;2014;4;Muito alto;386677
3525904;Jundiaí;2016;4;Muito alto;394185
3525904;Jundiaí;2018;4;Muito alto;400549
3525904;Jundiaí;2020;4;Muito alto;407016
3525904;Jundiaí;2022;4;Muito alto;442667
3525904;Jundiaí;2024;4;Muito alto;452961
3526001;Junqueirópolis;2014;3;Alto;19262
3526001;Junqueirópolis;2016;4;Muito alto;19534
3526001;Junqueirópolis;2018;4;Muito alto;19798
3526001;Junqueirópolis;2020;4;Muito alto;20065
3526001;Junqueirópolis;2022;3;Alto;20436
3526001;Junqueirópolis;2024;4;Muito alto;20618
3526100;Juquiá;2014;1;Baixo;18981
3526100;Juquiá;2016;1;Baixo;18896
3526100;Juquiá;2018;1;Baixo;18862
3526100;Juquiá;2020;1;Baixo;18828
3526100;Juquiá;2022;1;Baixo;17168
3526100;Juquiá;2024;1;Baixo;16696
3526209;Juquitiba;2014;1;Baixo;29348
3526209;Juquitiba;2016;2;Médio;29684
3526209;Juquitiba;2018;3;Alto;30040
3526209;Juquitiba;2020;2;Médio;30401
