"cod_ibge","municipio","valor","ano","tipo","valor_estado","metrica"
3500105,"Adamantina",52821.25838,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500105,"Adamantina",59981.76541,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500105,"Adamantina",52821.25838,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500105,"Adamantina",51047.14557,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500105,"Adamantina",43612.84463,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500105,"Adamantina",52682.10454,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500204,"Adolfo",43955.03402,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500204,"Adolfo",43690.75232,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500204,"Adolfo",43955.03402,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500204,"Adolfo",54606.21347,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500204,"Adolfo",34438.4752,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500204,"Adolfo",51635.38874,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500303,"Aguaí",47658.73004,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500303,"Aguaí",39361.12469,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500303,"Aguaí",47658.73004,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500303,"Aguaí",44563.82827,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500303,"Aguaí",47067.2859,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500303,"Aguaí",59564.44903,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500402,"Águas da Prata",35810.50235,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500402,"Águas da Prata",32586.38879,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500402,"Águas da Prata",35810.50235,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500402,"Águas da Prata",32982.65931,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500402,"Águas da Prata",31610.02554,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500402,"Águas da Prata",40015.73833,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500501,"Águas de Lindóia",44670.26703,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500501,"Águas de Lindóia",44717.88036,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500501,"Águas de Lindóia",44670.26703,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500501,"Águas de Lindóia",37235.36448,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500501,"Águas de Lindóia",39043.28837,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500501,"Águas de Lindóia",47991.07193,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500550,"Águas de Santa Bárbara",46953.6441,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500550,"Águas de Santa Bárbara",47900.21853,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500550,"Águas de Santa Bárbara",46953.6441,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500550,"Águas de Santa Bárbara",46553.71335,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500550,"Águas de Santa Bárbara",34829.82296,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500550,"Águas de Santa Bárbara",54677.24437,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500600,"Águas de São Pedro",73744.70562,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500600,"Águas de São Pedro",78849.26221,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500600,"Águas de São Pedro",73744.70562,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500600,"Águas de São Pedro",60853.05311,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500600,"Águas de São Pedro",56694.7174,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500600,"Águas de São Pedro",71825.33381,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500709,"Agudos",101513.5685,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500709,"Agudos",127227.7154,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500709,"Agudos",101513.5685,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500709,"Agudos",88076.45331,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500709,"Agudos",69915.21436,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500709,"Agudos",96446.55726,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500758,"Alambari",29622.94559,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500758,"Alambari",28367.72007,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500758,"Alambari",29622.94559,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500758,"Alambari",28962.34902,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500758,"Alambari",21359.0353,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500758,"Alambari",27217.37067,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500808,"Alfredo Marcondes",35080.86483,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500808,"Alfredo Marcondes",33492.9967,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500808,"Alfredo Marcondes",35080.86483,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500808,"Alfredo Marcondes",38528.9666,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500808,"Alfredo Marcondes",28682.74077,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500808,"Alfredo Marcondes",37651.36394,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3500907,"Altair",44153.03219,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3500907,"Altair",89312.41047,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3500907,"Altair",44153.03219,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3500907,"Altair",38100.53804,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500907,"Altair",36082.61059,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3500907,"Altair",67106.88836,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3501004,"Altinópolis",52811.07754,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3501004,"Altinópolis",52399.04069,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3501004,"Altinópolis",52811.07754,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3501004,"Altinópolis",57663.4886,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501004,"Altinópolis",37714.54241,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501004,"Altinópolis",60075.02217,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3501103,"Alto Alegre",44042.14992,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3501103,"Alto Alegre",44398.56474,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3501103,"Alto Alegre",44042.14992,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3501103,"Alto Alegre",40040.13668,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501103,"Alto Alegre",28876.18289,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501103,"Alto Alegre",48833.24538,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3501152,"Alumínio",195799.6828,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3501152,"Alumínio",181967.6915,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3501152,"Alumínio",195799.6828,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3501152,"Alumínio",172471.2786,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501152,"Alumínio",203801.5677,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501152,"Alumínio",214201.787,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3501202,"Álvares Florence",53792.51869,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3501202,"Álvares Florence",44928.18551,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3501202,"Álvares Florence",53792.51869,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
3501202,"Álvares Florence",42645.52454,2020,"Riqueza",73338.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501202,"Álvares Florence",33860.85639,2022,"Riqueza",63120.7,"Produto Interno Bruto per capita (R$ de 2024)"
3501202,"Álvares Florence",48474.15788,2024,"Riqueza",82440.92,"Produto Interno Bruto per capita (R$ de 2024)"
3501301,"Álvares Machado",36942.15043,2014,"Riqueza",90454.96,"Produto Interno Bruto per capita (R$ de 2024)"
3501301,"Álvares Machado",35101.44783,2016,"Riqueza",82888.73,"Produto Interno Bruto per capita (R$ de 2024)"
3501301,"Álvares Machado",36942.15043,2018,"Riqueza",82943.19,"Produto Interno Bruto per capita (R$ de 2024)"
