"cod_ibge";"municipio";"ano";"riqueza";"riqueza_estado";"longevidade";"longevidade_estado";"escolaridade";"escolaridade_estado";"IPDM";"IPDM_estado";"media"
3532108;"Murutinga do Sul";2024;0,311;0,464;0,748;0,716;0,626;0,569;0,562;0,583;1
3532157;"Nantes";2014;0,336;0,457;0,73;0,698;0,504;0,449;0,523;0,535;1
3532157;"Nantes";2016;0,306;0,438;0,698;0,717;0,538;0,511;0,514;0,555;1
3532157;"Nantes";2018;0,339;0,451;0,695;0,721;0,59;0,563;0,541;0,578;1
3532157;"Nantes";2020;0,323;0,439;0,719;0,722;0,62;0,594;0,554;0,585;1
3532157;"Nantes";2022;0,345;0,441;0,725;0,697;0,524;0,556;0,531;0,565;1
3532157;"Nantes";2024;0,365;0,464;0,661;0,716;0,533;0,569;0,52;0,583;1
3532207;"Narandiba";2014;0,34;0,457;0,835;0,698;0,454;0,449;0,543;0,535;0
3532207;"Narandiba";2016;0,379;0,438;0,803;0,717;0,519;0,511;0,567;0,555;0
3532207;"Narandiba";2018;0,369;0,451;0,728;0,721;0,59;0,563;0,562;0,578;1
3532207;"Narandiba";2020;0,378;0,439;0,715;0,722;0,549;0,594;0,547;0,585;1
3532207;"Narandiba";2022;0,475;0,441;0,695;0,697;0,612;0,556;0,594;0,565;0
3532207;"Narandiba";2024;0,419;0,464;0,616;0,716;0,606;0,569;0,547;0,583;1
3532306;"Natividade da Serra";2014;0,184;0,457;0,647;0,698;0,317;0,449;0,383;0,535;1
3532306;"Natividade da Serra";2016;0,163;0,438;0,733;0,717;0,419;0,511;0,438;0,555;1
3532306;"Natividade da Serra";2018;0,21;0,451;0,731;0,721;0,465;0,563;0,469;0,578;1
3532306;"Natividade da Serra";2020;0,209;0,439;0,693;0,722;0,481;0,594;0,461;0,585;1
3532306;"Natividade da Serra";2022;0,212;0,441;0,73;0,697;0,472;0,556;0,471;0,565;1
3532306;"Natividade da Serra";2024;0,243;0,464;0,676;0,716;0,499;0,569;0,473;0,583;1
3532405;"Nazaré Paulista";2014;0,298;0,457;0,729;0,698;0,379;0,449;0,469;0,535;1
3532405;"Nazaré Paulista";2016;0,28;0,438;0,738;0,717;0,442;0,511;0,487;0,555;1
3532405;"Nazaré Paulista";2018;0,334;0,451;0,694;0,721;0,521;0,563;0,516;0,578;1
3532405;"Nazaré Paulista";2020;0,333;0,439;0,735;0,722;0,533;0,594;0,534;0,585;1
3532405;"Nazaré Paulista";2022;0,332;0,441;0,774;0,697;0,504;0,556;0,537;0,565;1
3532405;"Nazaré Paulista";2024;0,377;0,464;0,696;0,716;0,551;0,569;0,541;0,583;1
3532504;"Neves Paulista";2014;0,32;0,457;0,692;0,698;0,518;0,449;0,51;0,535;1
3532504;"Neves Paulista";2016;0,315;0,438;0,748;0,717;0,551;0,511;0,538;0,555;1
3532504;"Neves Paulista";2018;0,35;0,451;0,769;0,721;0,615;0,563;0,578;0,578;1
3532504;"Neves Paulista";2020;0,356;0,439;0,774;0,722;0,669;0,594;0,6;0,585;0
3532504;"Neves Paulista";2022;0,345;0,441;0,699;0,697;0,584;0,556;0,543;0,565;1
3532504;"Neves Paulista";2024;0,331;0,464;0,816;0,716;0,69;0,569;0,612;0,583;0
3532603;"Nhandeara";2014;0,33;0,457;0,7;0,698;0,551;0,449;0,527;0,535;1
3532603;"Nhandeara";2016;0,315;0,438;0,723;0,717;0,657;0,511;0,565;0,555;0
3532603;"Nhandeara";2018;0,34;0,451;0,805;0,721;0,665;0,563;0,603;0,578;0
3532603;"Nhandeara";2020;0,342;0,439;0,854;0,722;0,686;0,594;0,627;0,585;0
3532603;"Nhandeara";2022;0,339;0,441;0,779;0,697;0,63;0,556;0,583;0,565;0
3532603;"Nhandeara";2024;0,398;0,464;0,783;0,716;0,607;0,569;0,596;0,583;0
3532702;"Nipoã";2014;0,311;0,457;0,625;0,698;0,477;0,449;0,471;0,535;1
3532702;"Nipoã";2016;0,281;0,438;0,751;0,717;0,484;0,511;0,505;0,555;1
3532702;"Nipoã";2018;0,315;0,451;0,784;0,721;0,523;0,563;0,541;0,578;1
3532702;"Nipoã";2020;0,302;0,439;0,836;0,722;0,622;0,594;0,587;0,585;0
3532702;"Nipoã";2022;0,284;0,441;0,719;0,697;0,509;0,556;0,504;0,565;1
3532702;"Nipoã";2024;0,353;0,464;0,641;0,716;0,639;0,569;0,544;0,583;1
3532801;"Nova Aliança";2014;0,378;0,457;0,763;0,698;0,468;0,449;0,536;0,535;0
3532801;"Nova Aliança";2016;0,307;0,438;0,823;0,717;0,535;0,511;0,555;0,555;1
3532801;"Nova Aliança";2018;0,359;0,451;0,814;0,721;0,584;0,563;0,586;0,578;0
3532801;"Nova Aliança";2020;0,442;0,439;0,794;0,722;0,56;0,594;0,599;0,585;0
3532801;"Nova Aliança";2022;0,459;0,441;0,761;0,697;0,686;0,556;0,635;0,565;0
3532801;"Nova Aliança";2024;0,38;0,464;0,729;0,716;0,667;0,569;0,592;0,583;0
3532827;"Nova Campina";2014;0,293;0,457;0,621;0,698;0,394;0,449;0,436;0,535;1
3532827;"Nova Campina";2016;0,266;0,438;0,659;0,717;0,427;0,511;0,451;0,555;1
3532827;"Nova Campina";2018;0,239;0,451;0,681;0,721;0,439;0,563;0,453;0,578;1
3532827;"Nova Campina";2020;0,245;0,439;0,641;0,722;0,472;0,594;0,453;0,585;1
3532827;"Nova Campina";2022;0,266;0,441;0,582;0,697;0,403;0,556;0,417;0,565;1
3532827;"Nova Campina";2024;0,291;0,464;0,662;0,716;0,494;0,569;0,482;0,583;1
3532843;"Nova Canaã Paulista";2014;0,236;0,457;0,753;0,698;0,593;0,449;0,527;0,535;1
3532843;"Nova Canaã Paulista";2016;0,214;0,438;0,783;0,717;0,682;0,511;0,56;0,555;0
3532843;"Nova Canaã Paulista";2018;0,259;0,451;0,845;0,721;0,737;0,563;0,614;0,578;0
3532843;"Nova Canaã Paulista";2020;0,285;0,439;0,691;0,722;0,748;0,594;0,575;0,585;1
3532843;"Nova Canaã Paulista";2022;0,258;0,441;0,556;0,697;0,8;0,556;0,538;0,565;1
3532843;"Nova Canaã Paulista";2024;0,316;0,464;0,576;0,716;0,729;0,569;0,54;0,583;1
3532868;"Nova Castilho";2014;0,33;0,457;0,959;0,698;0,584;0,449;0,624;0,535;0
3532868;"Nova Castilho";2016;0,315;0,438;0,855;0,717;0,684;0,511;0,618;0,555;0
3532868;"Nova Castilho";2018;0,363;0,451;0,891;0,721;0,702;0,563;0,652;0,578;0
3532868;"Nova Castilho";2020;0,373;0,439;0,73;0,722;0,629;0,594;0,577;0,585;1
3532868;"Nova Castilho";2022;0,312;0,441;0,684;0,697;0,626;0,556;0,541;0,565;1
3532868;"Nova Castilho";2024;0,431;0,464;0,742;0,716;0,631;0,569;0,601;0,583;0
3532900;"Nova Europa";2014;0,373;0,457;0,606;0,698;0,398;0,449;0,459;0,535;1
3532900;"Nova Europa";2016;0,355;0,438;0,681;0,717;0,477;0,511;0,504;0,555;1
3532900;"Nova Europa";2018;0,358;0,451;0,728;0,721;0,542;0,563;0,543;0,578;1
3532900;"Nova Europa";2020;0,354;0,439;0,708;0,722;0,604;0,594;0,555;0,585;1
3532900;"Nova Europa";2022;0,353;0,441;0,685;0,697;0,528;0,556;0,522;0,565;1
3532900;"Nova Europa";2024;0,385;0,464;0,73;0,716;0,624;0,569;0,58;0,583;1
3533007;"Nova Granada";2014;0,337;0,457;0,731;0,698;0,431;0,449;0,5;0,535;1
3533007;"Nova Granada";2016;0,331;0,438;0,702;0,717;0,463;0,511;0,499;0,555;1
3533007;"Nova Granada";2018;0,348;0,451;0,711;0,721;0,552;0,563;0,537;0,578;1
3533007;"Nova Granada";2020;0,343;0,439;0,701;0,722;0,624;0,594;0,556;0,585;1
3533007;"Nova Granada";2022;0,346;0,441;0,767;0,697;0,514;0,556;0,542;0,565;1
3533007;"Nova Granada";2024;0,394;0,464;0,718;0,716;0,537;0,569;0,55;0,583;1
3533106;"Nova Guataporanga";2014;0,249;0,457;0,766;0,698;0,59;0,449;0,535;0,535;0
3533106;"Nova Guataporanga";2016;0,232;0,438;0,638;0,717;0,663;0,511;0,511;0,555;1
3533106;"Nova Guataporanga";2018;0,261;0,451;0,664;0,721;0,767;0,563;0,564;0,578;1
3533106;"Nova Guataporanga";2020;0,265;0,439;0,669;0,722;0,758;0,594;0,564;0,585;1
3533106;"Nova Guataporanga";2022;0,247;0,441;0,875;0,697;0,671;0,556;0,598;0,565;0
3533106;"Nova Guataporanga";2024;0,275;0,464;0,785;0,716;0,658;0,569;0,573;0,583;1
3533205;"Nova Independência";2014;0,343;0,457;0,551;0,698;0,588;0,449;0,494;0,535;1
3533205;"Nova Independência";2016;0,359;0,438;0,815;0,717;0,589;0,511;0,588;0,555;0
3533205;"Nova Independência";2018;0,391;0,451;0,858;0,721;0,625;0,563;0,625;0,578;0
3533205;"Nova Independência";2020;0,408;0,439;0,789;0,722;0,565;0,594;0,587;0,585;0
3533205;"Nova Independência";2022;0,376;0,441;0,714;0,697;0,532;0,556;0,541;0,565;1
3533205;"Nova Independência";2024;0,421;0,464;0,749;0,716;0,557;0,569;0,576;0,583;1
3533254;"Novais";2014;0,237;0,457;0,755;0,698;0,395;0,449;0,462;0,535;1
3533254;"Novais";2016;0,218;0,438;0,719;0,717;0,557;0,511;0,498;0,555;1
3533254;"Novais";2018;0,237;0,451;0,741;0,721;0,553;0,563;0,51;0,578;1
3533254;"Novais";2020;0,272;0,439;0,737;0,722;0,679;0,594;0,563;0,585;1
3533254;"Novais";2022;0,29;0,441;0,732;0,697;0,591;0,556;0,538;0,565;1
3533254;"Novais";2024;0,298;0,464;0,815;0,716;0,624;0,569;0,579;0,583;1
3533304;"Nova Luzitânia";2014;0,24;0,457;0,693;0,698;0,463;0,449;0,465;0,535;1
3533304;"Nova Luzitânia";2016;0,227;0,438;0,634;0,717;0,633;0,511;0,498;0,555;1
3533304;"Nova Luzitânia";2018;0,251;0,451;0,736;0,721;0,557;0,563;0,515;0,578;1
3533304;"Nova Luzitânia";2020;0,243;0,439;0,626;0,722;0,65;0,594;0,506;0,585;1
3533304;"Nova Luzitânia";2022;0,271;0,441;0,759;0,697;0,672;0,556;0,567;0,565;0
3533304;"Nova Luzitânia";2024;0,309;0,464;0,803;0,716;0,723;0,569;0,612;0,583;0
3533403;"Nova Odessa";2014;0,453;0,457;0,748;0,698;0,573;0,449;0,591;0,535;0
3533403;"Nova Odessa";2016;0,436;0,438;0,758;0,717;0,607;0,511;0,6;0,555;0
3533403;"Nova Odessa";2018;0,461;0,451;0,745;0,721;0,652;0,563;0,619;0,578;0
3533403;"Nova Odessa";2020;0,45;0,439;0,717;0,722;0,702;0,594;0,623;0,585;0
3533403;"Nova Odessa";2022;0,448;0,441;0,738;0,697;0,653;0,556;0,613;0,565;0
3533403;"Nova Odessa";2024;0,44;0,464;0,721;0,716;0,676;0,569;0,612;0,583;0
3533502;"Novo Horizonte";2014;0,375;0,457;0,721;0,698;0,67;0,449;0,589;0,535;0
3533502;"Novo Horizonte";2016;0,382;0,438;0,747;0,717;0,731;0,511;0,62;0,555;0
3533502;"Novo Horizonte";2018;0,398;0,451;0,76;0,721;0,82;0,563;0,659;0,578;0
3533502;"Novo Horizonte";2020;0,417;0,439;0,737;0,722;0,755;0,594;0,636;0,585;0
3533502;"Novo Horizonte";2022;0,404;0,441;0,691;0,697;0,571;0,556;0,555;0,565;1
3533502;"Novo Horizonte";2024;0,446;0,464;0,725;0,716;0,642;0,569;0,604;0,583;0
3533601;"Nuporanga";2014;0,445;0,457;0,664;0,698;0,691;0,449;0,6;0,535;0
3533601;"Nuporanga";2016;0,436;0,438;0,575;0,717;0,648;0,511;0,553;0,555;1
3533601;"Nuporanga";2018;0,45;0,451;0,681;0,721;0,815;0,563;0,649;0,578;0
3533601;"Nuporanga";2020;0,461;0,439;0,671;0,722;0,702;0,594;0,611;0,585;0
3533601;"Nuporanga";2022;0,465;0,441;0,682;0,697;0,638;0,556;0,595;0,565;0
3533601;"Nuporanga";2024;0,458;0,464;0,741;0,716;0,675;0,569;0,625;0,583;0
3533700;"Ocauçu";2014;0,32;0,457;0,599;0,698;0,656;0,449;0,525;0,535;1
3533700;"Ocauçu";2016;0,317;0,438;0,685;0,717;0,693;0,511;0,565;0,555;0
3533700;"Ocauçu";2018;0,352;0,451;0,696;0,721;0,66;0,563;0,569;0,578;1
3533700;"Ocauçu";2020;0,363;0,439;0,808;0,722;0,761;0,594;0,644;0,585;0
3533700;"Ocauçu";2022;0,332;0,441;0,795;0,697;0,566;0,556;0,564;0,565;1
3533700;"Ocauçu";2024;0,352;0,464;0,701;0,716;0,733;0,569;0,595;0,583;0
3533809;"Óleo";2014;0,281;0,457;0,692;0,698;0,41;0,449;0,461;0,535;1
3533809;"Óleo";2016;0,302;0,438;0,665;0,717;0,56;0,511;0,509;0,555;1
3533809;"Óleo";2018;0,346;0,451;0,717;0,721;0,597;0,563;0,553;0,578;1
3533809;"Óleo";2020;0,355;0,439;0,662;0,722;0,437;0,594;0,485;0,585;1
3533809;"Óleo";2022;0,343;0,441;0,632;0,697;0,707;0,556;0,561;0,565;1
3533809;"Óleo";2024;0,401;0,464;0,694;0,716;0,522;0,569;0,539;0,583;1
3533908;"Olímpia";2014;0,422;0,457;0,72;0,698;0,538;0,449;0,56;0,535;0
3533908;"Olímpia";2016;0,416;0,438;0,721;0,717;0,626;0,511;0,588;0,555;0
3533908;"Olímpia";2018;0,436;0,451;0,702;0,721;0,699;0,563;0,612;0,578;0
3533908;"Olímpia";2020;0,423;0,439;0,747;0,722;0,692;0,594;0,621;0,585;0
3533908;"Olímpia";2022;0,459;0,441;0,696;0,697;0,667;0,556;0,607;0,565;0
3533908;"Olímpia";2024;0,45;0,464;0,734;0,716;0,725;0,569;0,636;0,583;0
3534005;"Onda Verde";2014;0,491;0,457;0,63;0,698;0,457;0,449;0,526;0,535;1
3534005;"Onda Verde";2016;0,466;0,438;0,664;0,717;0,585;0,511;0,572;0,555;0
3534005;"Onda Verde";2018;0,469;0,451;0,626;0,721;0,493;0,563;0,529;0,578;1
3534005;"Onda Verde";2020;0,47;0,439;0,761;0,722;0,537;0,594;0,589;0,585;0
3534005;"Onda Verde";2022;0,463;0,441;0,781;0,697;0,502;0,556;0,582;0,565;0
3534005;"Onda Verde";2024;0,468;0,464;0,739;0,716;0,549;0,569;0,585;0,583;0
3534104;"Oriente";2014;0,312;0,457;0,532;0,698;0,456;0,449;0,433;0,535;1
3534104;"Oriente";2016;0,299;0,438;0,719;0,717;0,455;0,511;0,491;0,555;1
3534104;"Oriente";2018;0,312;0,451;0,721;0,721;0,508;0,563;0,514;0,578;1
3534104;"Oriente";2020;0,307;0,439;0,766;0,722;0,502;0,594;0,525;0,585;1
3534104;"Oriente";2022;0,309;0,441;0,682;0,697;0,517;0,556;0,503;0,565;1
3534104;"Oriente";2024;0,419;0,464;0,674;0,716;0,51;0,569;0,534;0,583;1
3534203;"Orindiúva";2014;0,429;0,457;0,661;0,698;0,517;0,449;0,536;0,535;0
3534203;"Orindiúva";2016;0,488;0,438;0,674;0,717;0,645;0,511;0,602;0,555;0
3534203;"Orindiúva";2018;0,468;0,451;0,68;0,721;0,676;0,563;0,608;0,578;0
3534203;"Orindiúva";2020;0,484;0,439;0,703;0,722;0,708;0,594;0,632;0,585;0
3534203;"Orindiúva";2022;0,542;0,441;0,651;0,697;0,611;0,556;0,601;0,565;0
3534203;"Orindiúva";2024;0,514;0,464;0,81;0,716;0,674;0,569;0,666;0,583;0
3534302;"Orlândia";2014;0,427;0,457;0,621;0,698;0,527;0,449;0,525;0,535;1
3534302;"Orlândia";2016;0,411;0,438;0,767;0,717;0,56;0,511;0,579;0,555;0
3534302;"Orlândia";2018;0,424;0,451;0,774;0,721;0,609;0,563;0,602;0,578;0
3534302;"Orlândia";2020;0,426;0,439;0,718;0,722;0,582;0,594;0,575;0,585;1
3534302;"Orlândia";2022;0,43;0,441;0,673;0,697;0,489;0,556;0,531;0,565;1
3534302;"Orlândia";2024;0,469;0,464;0,69;0,716;0,544;0,569;0,568;0,583;1
3534401;"Osasco";2014;0,514;0,457;0,656;0,698;0,383;0,449;0,518;0,535;1
3534401;"Osasco";2016;0,499;0,438;0,675;0,717;0,452;0,511;0,542;0,555;1
3534401;"Osasco";2018;0,5;0,451;0,669;0,721;0,489;0,563;0,553;0,578;1
3534401;"Osasco";2020;0,487;0,439;0,672;0,722;0,55;0,594;0,57;0,585;1
3534401;"Osasco";2022;0,488;0,441;0,652;0,697;0,519;0,556;0,553;0,565;1
3534401;"Osasco";2024;0,556;0,464;0,697;0,716;0,548;0,569;0,6;0,583;0
3534500;"Oscar Bressane";2014;0,297;0,457;0,602;0,698;0,716;0,449;0,538;0,535;0
3534500;"Oscar Bressane";2016;0,304;0,438;0,547;0,717;0,611;0,511;0,487;0,555;1
3534500;"Oscar Bressane";2018;0,323;0,451;0,604;0,721;0,748;0,563;0,558;0,578;1
3534500;"Oscar Bressane";2020;0,323;0,439;0,716;0,722;0,844;0,594;0,628;0,585;0
3534500;"Oscar Bressane";2022;0,331;0,441;0,638;0,697;0,678;0,556;0,549;0,565;1
3534500;"Oscar Bressane";2024;0,381;0,464;0,564;0,716;0,684;0,569;0,543;0,583;1
3534609;"Osvaldo Cruz";2014;0,368;0,457;0,786;0,698;0,577;0,449;0,577;0,535;0
3534609;"Osvaldo Cruz";2016;0,354;0,438;0,714;0,717;0,594;0,511;0,554;0,555;1
3534609;"Osvaldo Cruz";2018;0,359;0,451;0,676;0,721;0,576;0,563;0,537;0,578;1
3534609;"Osvaldo Cruz";2020;0,357;0,439;0,677;0,722;0,658;0,594;0,564;0,585;1
3534609;"Osvaldo Cruz";2022;0,349;0,441;0,653;0,697;0,578;0,556;0,527;0,565;1
3534609;"Osvaldo Cruz";2024;0,451;0,464;0,782;0,716;0,639;0,569;0,624;0,583;0
3534708;"Ourinhos";2014;0,379;0,457;0,698;0,698;0,518;0,449;0,532;0,535;1
3534708;"Ourinhos";2016;0,363;0,438;0,739;0,717;0,565;0,511;0,556;0,555;0
3534708;"Ourinhos";2018;0,375;0,451;0,729;0,721;0,619;0,563;0,574;0,578;1
3534708;"Ourinhos";2020;0,366;0,439;0,742;0,722;0,66;0,594;0,589;0,585;0
3534708;"Ourinhos";2022;0,386;0,441;0,714;0,697;0,554;0,556;0,551;0,565;1
3534708;"Ourinhos";2024;0,4;0,464;0,702;0,716;0,595;0,569;0,566;0,583;1
3534757;"Ouroeste";2014;0,391;0,457;0,745;0,698;0,523;0,449;0,553;0,535;0
3534757;"Ouroeste";2016;0,375;0,438;0,751;0,717;0,56;0,511;0,562;0,555;0
3534757;"Ouroeste";2018;0,392;0,451;0,759;0,721;0,653;0,563;0,601;0,578;0
3534757;"Ouroeste";2020;0,407;0,439;0,74;0,722;0,755;0,594;0,634;0,585;0
3534757;"Ouroeste";2022;0,369;0,441;0,631;0,697;0,652;0,556;0,551;0,565;1
3534757;"Ouroeste";2024;0,396;0,464;0,724;0,716;0,62;0,569;0,58;0,583;1
3534807;"Ouro Verde";2014;0,252;0,457;0,598;0,698;0,541;0,449;0,464;0,535;1
3534807;"Ouro Verde";2016;0,236;0,438;0,705;0,717;0,572;0,511;0,504;0,555;1
3534807;"Ouro Verde";2018;0,257;0,451;0,683;0,721;0,542;0,563;0,494;0,578;1
3534807;"Ouro Verde";2020;0,258;0,439;0,692;0,722;0,553;0,594;0,501;0,585;1
3534807;"Ouro Verde";2022;0,252;0,441;0,642;0,697;0,569;0,556;0,488;0,565;1
3534807;"Ouro Verde";2024;0,345;0,464;0,655;0,716;0,675;0,569;0,558;0,583;1
3534906;"Pacaembu";2014;0,27;0,457;0,743;0,698;0,486;0,449;0,5;0,535;1
3534906;"Pacaembu";2016;0,264;0,438;0,598;0,717;0,56;0,511;0,474;0,555;1
3534906;"Pacaembu";2018;0,316;0,451;0,699;0,721;0,58;0,563;0,532;0,578;1
3534906;"Pacaembu";2020;0,273;0,439;0,837;0,722;0,616;0,594;0,575;0,585;1
3534906;"Pacaembu";2022;0,248;0,441;0,603;0,697;0,555;0,556;0,469;0,565;1
3534906;"Pacaembu";2024;0,295;0,464;0,764;0,716;0,597;0,569;0,552;0,583;1
3535002;"Palestina";2014;0,355;0,457;0,732;0,698;0,431;0,449;0,506;0,535;1
3535002;"Palestina";2016;0,36;0,438;0,787;0,717;0,554;0,511;0,567;0,555;0
3535002;"Palestina";2018;0,351;0,451;0,801;0,721;0,585;0,563;0,579;0,578;0
3535002;"Palestina";2020;0,365;0,439;0,799;0,722;0,631;0,594;0,598;0,585;0
3535002;"Palestina";2022;0,355;0,441;0,821;0,697;0,542;0,556;0,573;0,565;0
3535002;"Palestina";2024;0,399;0,464;0,741;0,716;0,565;0,569;0,568;0,583;1
3535101;"Palmares Paulista";2014;0,276;0,457;0,685;0,698;0,424;0,449;0,462;0,535;1
3535101;"Palmares Paulista";2016;0,262;0,438;0,642;0,717;0,494;0,511;0,466;0,555;1
3535101;"Palmares Paulista";2018;0,273;0,451;0,655;0,721;0,543;0,563;0,49;0,578;1
3535101;"Palmares Paulista";2020;0,261;0,439;0,68;0,722;0,622;0,594;0,521;0,585;1
3535101;"Palmares Paulista";2022;0,273;0,441;0,674;0,697;0,605;0,556;0,517;0,565;1
3535101;"Palmares Paulista";2024;0,299;0,464;0,642;0,716;0,643;0,569;0,528;0,583;1
3535200;"Palmeira d'Oeste";2014;0,295;0,457;0,678;0,698;0,604;0,449;0,526;0,535;1
3535200;"Palmeira d'Oeste";2016;0,288;0,438;0,744;0,717;0,657;0,511;0,563;0,555;0
3535200;"Palmeira d'Oeste";2018;0,311;0,451;0,773;0,721;0,644;0,563;0,576;0,578;1
3535200;"Palmeira d'Oeste";2020;0,327;0,439;0,708;0,722;0,593;0,594;0,543;0,585;1
3535200;"Palmeira d'Oeste";2022;0,308;0,441;0,679;0,697;0,611;0,556;0,533;0,565;1
3535200;"Palmeira d'Oeste";2024;0,346;0,464;0,745;0,716;0,694;0,569;0,595;0,583;0
3535309;"Palmital";2014;0,375;0,457;0,757;0,698;0,477;0,449;0,536;0,535;0
3535309;"Palmital";2016;0,367;0,438;0,693;0,717;0,548;0,511;0,536;0,555;1
3535309;"Palmital";2018;0,382;0,451;0,653;0,721;0,566;0,563;0,534;0,578;1
3535309;"Palmital";2020;0,384;0,439;0,708;0,722;0,551;0,594;0,548;0,585;1
3535309;"Palmital";2022;0,395;0,441;0,73;0,697;0,533;0,556;0,553;0,565;1
3535309;"Palmital";2024;0,466;0,464;0,62;0,716;0,616;0,569;0,567;0,583;1
3535408;"Panorama";2014;0,316;0,457;0,697;0,698;0,467;0,449;0,493;0,535;1
3535408;"Panorama";2016;0,293;0,438;0,629;0,717;0,553;0,511;0,492;0,555;1
3535408;"Panorama";2018;0,312;0,451;0,625;0,721;0,579;0,563;0,505;0,578;1
3535408;"Panorama";2020;0,318;0,439;0,669;0,722;0,581;0,594;0,523;0,585;1
3535408;"Panorama";2022;0,318;0,441;0,652;0,697;0,486;0,556;0,485;0,565;1
3535408;"Panorama";2024;0,344;0,464;0,652;0,716;0,536;0,569;0,511;0,583;1
3535507;"Paraguaçu Paulista";2014;0,36;0,457;0,662;0,698;0,549;0,449;0,524;0,535;1
3535507;"Paraguaçu Paulista";2016;0,35;0,438;0,741;0,717;0,581;0,511;0,557;0,555;0
3535507;"Paraguaçu Paulista";2018;0,368;0,451;0,74;0,721;0,622;0,563;0,577;0,578;1
3535507;"Paraguaçu Paulista";2020;0,359;0,439;0,781;0,722;0,632;0,594;0,591;0,585;0
3535507;"Paraguaçu Paulista";2022;0,351;0,441;0,643;0,697;0,545;0,556;0,513;0,565;1
3535507;"Paraguaçu Paulista";2024;0,389;0,464;0,593;0,716;0,642;0,569;0,541;0,583;1
3535606;"Paraibuna";2014;0,362;0,457;0,789;0,698;0,362;0,449;0,504;0,535;1
3535606;"Paraibuna";2016;0,335;0,438;0,8;0,717;0,454;0,511;0,53;0,555;1
3535606;"Paraibuna";2018;0,38;0,451;0,817;0,721;0,489;0,563;0,562;0,578;1
3535606;"Paraibuna";2020;0,372;0,439;0,803;0,722;0,577;0,594;0,584;0,585;1
3535606;"Paraibuna";2022;0,365;0,441;0,744;0,697;0,502;0,556;0,537;0,565;1
3535606;"Paraibuna";2024;0,363;0,464;0,804;0,716;0,505;0,569;0,557;0,583;1
3535705;"Paraíso";2014;0,399;0,457;0,824;0,698;0,568;0,449;0,597;0,535;0
3535705;"Paraíso";2016;0,384;0,438;0,814;0,717;0,586;0,511;0,595;0,555;0
3535705;"Paraíso";2018;0,396;0,451;0,841;0,721;0,622;0,563;0,62;0,578;0
3535705;"Paraíso";2020;0,394;0,439;0,818;0,722;0,685;0,594;0,632;0,585;0
3535705;"Paraíso";2022;0,378;0,441;0,737;0,697;0,597;0,556;0,571;0,565;0
3535705;"Paraíso";2024;0,431;0,464;0,714;0,716;0,665;0,569;0,603;0,583;0
3535804;"Paranapanema";2014;0,444;0,457;0,595;0,698;0,434;0,449;0,491;0,535;1
3535804;"Paranapanema";2016;0,44;0,438;0,821;0,717;0,484;0,511;0,582;0,555;0
3535804;"Paranapanema";2018;0,451;0,451;0,806;0,721;0,605;0,563;0,621;0,578;0
3535804;"Paranapanema";2020;0,355;0,439;0,754;0,722;0,604;0,594;0,571;0,585;1
3535804;"Paranapanema";2022;0,363;0,441;0,702;0,697;0,547;0,556;0,537;0,565;1
3535804;"Paranapanema";2024;0,506;0,464;0,64;0,716;0,576;0,569;0,574;0,583;1
3535903;"Paranapuã";2014;0,322;0,457;0,57;0,698;0,633;0,449;0,508;0,535;1
3535903;"Paranapuã";2016;0,324;0,438;0,716;0,717;0,714;0,511;0,585;0,555;0
3535903;"Paranapuã";2018;0,362;0,451;0,815;0,721;0,581;0,563;0,586;0,578;0
3535903;"Paranapuã";2020;0,376;0,439;0,858;0,722;0,668;0,594;0,634;0,585;0
3535903;"Paranapuã";2022;0,342;0,441;0,743;0,697;0,604;0,556;0,563;0,565;1
3535903;"Paranapuã";2024;0,378;0,464;0,839;0,716;0,671;0,569;0,629;0,583;0
3536000;"Parapuã";2014;0,354;0,457;0,731;0,698;0,469;0,449;0,518;0,535;1
3536000;"Parapuã";2016;0,339;0,438;0,647;0,717;0,483;0,511;0,49;0,555;1
3536000;"Parapuã";2018;0,362;0,451;0,721;0,721;0,565;0,563;0,549;0,578;1
3536000;"Parapuã";2020;0,384;0,439;0,809;0,722;0,709;0,594;0,634;0,585;0
3536000;"Parapuã";2022;0,388;0,441;0,755;0,697;0,553;0,556;0,565;0,565;0
3536000;"Parapuã";2024;0,418;0,464;0,68;0,716;0,643;0,569;0,58;0,583;1
3536109;"Pardinho";2014;0,415;0,457;0,725;0,698;0,335;0,449;0,492;0,535;1
3536109;"Pardinho";2016;0,404;0,438;0,594;0,717;0,431;0,511;0,476;0,555;1
3536109;"Pardinho";2018;0,438;0,451;0,604;0,721;0,429;0,563;0,49;0,578;1
3536109;"Pardinho";2020;0,429;0,439;0,598;0,722;0,427;0,594;0,485;0,585;1
3536109;"Pardinho";2022;0,432;0,441;0,555;0,697;0,412;0,556;0,466;0,565;1
3536109;"Pardinho";2024;0,432;0,464;0,732;0,716;0,404;0,569;0,523;0,583;1
3536208;"Pariquera-Açu";2014;0,333;0,457;0,492;0,698;0,418;0,449;0,414;0,535;1
3536208;"Pariquera-Açu";2016;0,323;0,438;0,591;0,717;0,495;0,511;0,47;0,555;1
3536208;"Pariquera-Açu";2018;0,33;0,451;0,735;0,721;0,512;0,563;0,526;0,578;1
3536208;"Pariquera-Açu";2020;0,324;0,439;0,667;0,722;0,552;0,594;0,514;0,585;1
