"cod_ibge";"municipio";"ano";"riqueza";"riqueza_estado";"longevidade";"longevidade_estado";"escolaridade";"escolaridade_estado";"IPDM";"IPDM_estado";"media"
3515806;"Flora Rica";2022;0,276;0,441;0,87;0,697;0,51;0,556;0,552;0,565;1
3515806;"Flora Rica";2024;0,32;0,464;0,823;0,716;0,574;0,569;0,572;0,583;1
3515905;"Floreal";2014;0,302;0,457;0,794;0,698;0,646;0,449;0,581;0,535;0
3515905;"Floreal";2016;0,279;0,438;0,837;0,717;0,736;0,511;0,617;0,555;0
3515905;"Floreal";2018;0,315;0,451;0,825;0,721;0,798;0,563;0,646;0,578;0
3515905;"Floreal";2020;0,311;0,439;0,833;0,722;0,803;0,594;0,649;0,585;0
3515905;"Floreal";2022;0,299;0,441;0,817;0,697;0,826;0,556;0,647;0,565;0
3515905;"Floreal";2024;0,372;0,464;0,831;0,716;0,881;0,569;0,695;0,583;0
3516002;"Flórida Paulista";2014;0,275;0,457;0,566;0,698;0,397;0,449;0,413;0,535;1
3516002;"Flórida Paulista";2016;0,256;0,438;0,55;0,717;0,543;0,511;0,45;0,555;1
3516002;"Flórida Paulista";2018;0,281;0,451;0,474;0,721;0,449;0,563;0,401;0,578;1
3516002;"Flórida Paulista";2020;0,285;0,439;0,598;0,722;0,603;0,594;0,495;0,585;1
3516002;"Flórida Paulista";2022;0,263;0,441;0,506;0,697;0,485;0,556;0,418;0,565;1
3516002;"Flórida Paulista";2024;0,291;0,464;0,778;0,716;0,542;0,569;0,537;0,583;1
3516101;"Florínea";2014;0,34;0,457;0,638;0,698;0,453;0,449;0,477;0,535;1
3516101;"Florínea";2016;0,347;0,438;0,7;0,717;0,694;0,511;0,58;0,555;0
3516101;"Florínea";2018;0,388;0,451;0,736;0,721;0,686;0,563;0,603;0,578;0
3516101;"Florínea";2020;0,393;0,439;0,703;0,722;0,609;0,594;0,568;0,585;1
3516101;"Florínea";2022;0,373;0,441;0,764;0,697;0,69;0,556;0,609;0,565;0
3516101;"Florínea";2024;0,385;0,464;0,84;0,716;0,641;0,569;0,622;0,583;0
3516200;"Franca";2014;0,385;0,457;0,725;0,698;0,515;0,449;0,542;0,535;0
3516200;"Franca";2016;0,377;0,438;0,738;0,717;0,593;0,511;0,569;0,555;0
3516200;"Franca";2018;0,392;0,451;0,737;0,721;0,659;0,563;0,596;0,578;0
3516200;"Franca";2020;0,373;0,439;0,739;0,722;0,693;0,594;0,602;0,585;0
3516200;"Franca";2022;0,377;0,441;0,73;0,697;0,649;0,556;0,585;0,565;0
3516200;"Franca";2024;0,375;0,464;0,734;0,716;0,674;0,569;0,594;0,583;0
3516309;"Francisco Morato";2014;0,247;0,457;0,654;0,698;0,332;0,449;0,411;0,535;1
3516309;"Francisco Morato";2016;0,231;0,438;0,651;0,717;0,407;0,511;0,43;0,555;1
3516309;"Francisco Morato";2018;0,24;0,451;0,643;0,721;0,455;0,563;0,446;0,578;1
3516309;"Francisco Morato";2020;0,228;0,439;0,659;0,722;0,513;0,594;0,467;0,585;1
3516309;"Francisco Morato";2022;0,228;0,441;0,642;0,697;0,465;0,556;0,445;0,565;1
3516309;"Francisco Morato";2024;0,225;0,464;0,651;0,716;0,491;0,569;0,456;0,583;1
3516408;"Franco da Rocha";2014;0,324;0,457;0,648;0,698;0,369;0,449;0,447;0,535;1
3516408;"Franco da Rocha";2016;0,294;0,438;0,64;0,717;0,46;0,511;0,465;0,555;1
3516408;"Franco da Rocha";2018;0,317;0,451;0,657;0,721;0,492;0,563;0,489;0,578;1
3516408;"Franco da Rocha";2020;0,318;0,439;0,655;0,722;0,505;0,594;0,493;0,585;1
3516408;"Franco da Rocha";2022;0,328;0,441;0,662;0,697;0,486;0,556;0,492;0,565;1
3516408;"Franco da Rocha";2024;0,351;0,464;0,696;0,716;0,501;0,569;0,516;0,583;1
3516507;"Gabriel Monteiro";2014;0,338;0,457;0,696;0,698;0,63;0,449;0,555;0,535;0
3516507;"Gabriel Monteiro";2016;0,324;0,438;0,577;0,717;0,925;0,511;0,609;0,555;0
3516507;"Gabriel Monteiro";2018;0,358;0,451;0,636;0,721;0,787;0,563;0,594;0,578;0
3516507;"Gabriel Monteiro";2020;0,355;0,439;0,655;0,722;0,786;0,594;0,599;0,585;0
3516507;"Gabriel Monteiro";2022;0,336;0,441;0,824;0,697;0,873;0,556;0,678;0,565;0
3516507;"Gabriel Monteiro";2024;0,382;0,464;0,772;0,716;0,871;0,569;0,675;0,583;0
3516606;"Gália";2014;0,317;0,457;0,613;0,698;0,485;0,449;0,472;0,535;1
3516606;"Gália";2016;0,304;0,438;0,629;0,717;0,569;0,511;0,501;0,555;1
3516606;"Gália";2018;0,33;0,451;0,635;0,721;0,531;0,563;0,499;0,578;1
3516606;"Gália";2020;0,331;0,439;0,668;0,722;0,627;0,594;0,542;0,585;1
3516606;"Gália";2022;0,319;0,441;0,617;0,697;0,54;0,556;0,492;0,565;1
3516606;"Gália";2024;0,371;0,464;0,624;0,716;0,49;0,569;0,495;0,583;1
3516705;"Garça";2014;0,357;0,457;0,642;0,698;0,462;0,449;0,487;0,535;1
3516705;"Garça";2016;0,341;0,438;0,634;0,717;0,524;0,511;0,5;0,555;1
3516705;"Garça";2018;0,352;0,451;0,654;0,721;0,54;0,563;0,515;0,578;1
3516705;"Garça";2020;0,349;0,439;0,625;0,722;0,55;0,594;0,508;0,585;1
3516705;"Garça";2022;0,352;0,441;0,626;0,697;0,529;0,556;0,502;0,565;1
3516705;"Garça";2024;0,375;0,464;0,601;0,716;0,559;0,569;0,512;0,583;1
3516804;"Gastão Vidigal";2014;0,259;0,457;0,869;0,698;0,505;0,449;0,544;0,535;0
3516804;"Gastão Vidigal";2016;0,249;0,438;0,807;0,717;0,549;0,511;0,535;0,555;1
3516804;"Gastão Vidigal";2018;0,276;0,451;0,797;0,721;0,672;0,563;0,582;0,578;0
3516804;"Gastão Vidigal";2020;0,271;0,439;0,822;0,722;0,563;0,594;0,552;0,585;1
3516804;"Gastão Vidigal";2022;0,296;0,441;0,877;0,697;0,583;0,556;0,585;0,565;0
3516804;"Gastão Vidigal";2024;0,34;0,464;0,882;0,716;0,539;0,569;0,587;0,583;0
3516853;"Gavião Peixoto";2014;0,458;0,457;0,792;0,698;0,365;0,449;0,538;0,535;0
3516853;"Gavião Peixoto";2016;0,569;0,438;0,713;0,717;0,532;0,511;0,605;0,555;0
3516853;"Gavião Peixoto";2018;0,609;0,451;0,711;0,721;0,545;0,563;0,622;0,578;0
3516853;"Gavião Peixoto";2020;0,646;0,439;0,709;0,722;0,522;0,594;0,626;0,585;0
3516853;"Gavião Peixoto";2022;0,616;0,441;0,634;0,697;0,715;0,556;0,655;0,565;0
3516853;"Gavião Peixoto";2024;0,602;0,464;0,658;0,716;0,722;0,569;0,661;0,583;0
3516903;"General Salgado";2014;0,332;0,457;0,808;0,698;0,532;0,449;0,557;0,535;0
3516903;"General Salgado";2016;0,334;0,438;0,583;0,717;0,514;0,511;0,477;0,555;1
3516903;"General Salgado";2018;0,322;0,451;0,635;0,721;0,571;0,563;0,509;0,578;1
3516903;"General Salgado";2020;0,321;0,439;0,749;0,722;0,544;0,594;0,538;0,585;1
3516903;"General Salgado";2022;0,316;0,441;0,732;0,697;0,578;0,556;0,542;0,565;1
3516903;"General Salgado";2024;0,334;0,464;0,651;0,716;0,56;0,569;0,515;0,583;1
3517000;"Getulina";2014;0,288;0,457;0,631;0,698;0,31;0,449;0,41;0,535;1
3517000;"Getulina";2016;0,27;0,438;0,749;0,717;0,386;0,511;0,468;0,555;1
3517000;"Getulina";2018;0,309;0,451;0,712;0,721;0,465;0,563;0,495;0,578;1
3517000;"Getulina";2020;0,311;0,439;0,721;0,722;0,481;0,594;0,504;0,585;1
3517000;"Getulina";2022;0,288;0,441;0,609;0,697;0,45;0,556;0,449;0,565;1
3517000;"Getulina";2024;0,352;0,464;0,759;0,716;0,428;0,569;0,513;0,583;1
3517109;"Glicério";2014;0,322;0,457;0,617;0,698;0,475;0,449;0,471;0,535;1
3517109;"Glicério";2016;0,309;0,438;0,749;0,717;0,531;0,511;0,53;0,555;1
3517109;"Glicério";2018;0,351;0,451;0,755;0,721;0,567;0,563;0,558;0,578;1
3517109;"Glicério";2020;0,344;0,439;0,769;0,722;0,665;0,594;0,593;0,585;0
3517109;"Glicério";2022;0,345;0,441;0,739;0,697;0,619;0,556;0,568;0,565;0
3517109;"Glicério";2024;0,385;0,464;0,718;0,716;0,6;0,569;0,568;0,583;1
3517208;"Guaiçara";2014;0,333;0,457;0,665;0,698;0,304;0,449;0,434;0,535;1
3517208;"Guaiçara";2016;0,305;0,438;0,717;0,717;0,426;0,511;0,483;0,555;1
3517208;"Guaiçara";2018;0,321;0,451;0,644;0,721;0,486;0,563;0,484;0,578;1
3517208;"Guaiçara";2020;0,324;0,439;0,67;0,722;0,452;0,594;0,482;0,585;1
3517208;"Guaiçara";2022;0,353;0,441;0,749;0,697;0,48;0,556;0,527;0,565;1
3517208;"Guaiçara";2024;0,361;0,464;0,578;0,716;0,545;0,569;0,495;0,583;1
3517307;"Guaimbê";2014;0,262;0,457;0,57;0,698;0,341;0,449;0,391;0,535;1
3517307;"Guaimbê";2016;0,254;0,438;0,513;0,717;0,454;0,511;0,407;0,555;1
3517307;"Guaimbê";2018;0,266;0,451;0,477;0,721;0,383;0,563;0,375;0,578;1
3517307;"Guaimbê";2020;0,31;0,439;0,618;0,722;0,527;0,594;0,485;0,585;1
3517307;"Guaimbê";2022;0,33;0,441;0,53;0,697;0,409;0,556;0,423;0,565;1
3517307;"Guaimbê";2024;0,362;0,464;0,663;0,716;0,531;0,569;0,519;0,583;1
3517406;"Guaíra";2014;0,462;0,457;0,664;0,698;0,509;0,449;0,545;0,535;0
3517406;"Guaíra";2016;0,478;0,438;0,726;0,717;0,57;0,511;0,591;0,555;0
3517406;"Guaíra";2018;0,486;0,451;0,747;0,721;0,56;0,563;0,598;0,578;0
3517406;"Guaíra";2020;0,476;0,439;0,708;0,722;0,573;0,594;0,586;0,585;0
3517406;"Guaíra";2022;0,461;0,441;0,686;0,697;0,488;0,556;0,545;0,565;1
3517406;"Guaíra";2024;0,504;0,464;0,73;0,716;0,53;0,569;0,588;0,583;0
3517505;"Guapiaçu";2014;0,371;0,457;0,762;0,698;0,472;0,449;0,535;0,535;0
3517505;"Guapiaçu";2016;0,376;0,438;0,773;0,717;0,603;0,511;0,584;0,555;0
3517505;"Guapiaçu";2018;0,394;0,451;0,838;0,721;0,543;0,563;0,592;0,578;0
3517505;"Guapiaçu";2020;0,398;0,439;0,82;0,722;0,503;0,594;0,574;0,585;1
3517505;"Guapiaçu";2022;0,398;0,441;0,775;0,697;0,507;0,556;0,56;0,565;1
3517505;"Guapiaçu";2024;0,432;0,464;0,755;0,716;0,558;0,569;0,582;0,583;1
3517604;"Guapiara";2014;0,243;0,457;0,613;0,698;0,377;0,449;0,411;0,535;1
3517604;"Guapiara";2016;0,222;0,438;0,57;0,717;0,422;0,511;0,405;0,555;1
3517604;"Guapiara";2018;0,22;0,451;0,539;0,721;0,481;0,563;0,413;0,578;1
3517604;"Guapiara";2020;0,227;0,439;0,484;0,722;0,482;0,594;0,398;0,585;1
3517604;"Guapiara";2022;0,215;0,441;0,568;0,697;0,426;0,556;0,403;0,565;1
3517604;"Guapiara";2024;0,277;0,464;0,669;0,716;0,488;0,569;0,478;0,583;1
3517703;"Guará";2014;0,331;0,457;0,626;0,698;0,442;0,449;0,466;0,535;1
3517703;"Guará";2016;0,322;0,438;0,741;0,717;0,487;0,511;0,517;0,555;1
3517703;"Guará";2018;0,341;0,451;0,759;0,721;0,507;0,563;0,536;0,578;1
3517703;"Guará";2020;0,357;0,439;0,735;0,722;0,506;0,594;0,533;0,585;1
3517703;"Guará";2022;0,365;0,441;0,693;0,697;0,449;0,556;0,502;0,565;1
3517703;"Guará";2024;0,371;0,464;0,742;0,716;0,487;0,569;0,533;0,583;1
3517802;"Guaraçaí";2014;0,301;0,457;0,65;0,698;0,48;0,449;0,477;0,535;1
3517802;"Guaraçaí";2016;0,298;0,438;0,641;0,717;0,577;0,511;0,505;0,555;1
3517802;"Guaraçaí";2018;0,323;0,451;0,682;0,721;0,6;0,563;0,535;0,578;1
3517802;"Guaraçaí";2020;0,332;0,439;0,685;0,722;0,626;0,594;0,548;0,585;1
3517802;"Guaraçaí";2022;0,325;0,441;0,575;0,697;0,519;0,556;0,473;0,565;1
3517802;"Guaraçaí";2024;0,34;0,464;0,685;0,716;0,613;0,569;0,546;0,583;1
3517901;"Guaraci";2014;0,35;0,457;0,65;0,698;0,454;0,449;0,485;0,535;1
3517901;"Guaraci";2016;0,345;0,438;0,642;0,717;0,507;0,511;0,498;0,555;1
3517901;"Guaraci";2018;0,372;0,451;0,656;0,721;0,508;0,563;0,512;0,578;1
3517901;"Guaraci";2020;0,377;0,439;0,765;0,722;0,524;0,594;0,555;0,585;1
3517901;"Guaraci";2022;0,364;0,441;0,782;0,697;0,504;0,556;0,55;0,565;1
3517901;"Guaraci";2024;0,438;0,464;0,679;0,716;0,558;0,569;0,558;0,583;1
3518008;"Guarani d'Oeste";2014;0,276;0,457;0,817;0,698;0,599;0,449;0,564;0,535;0
3518008;"Guarani d'Oeste";2016;0,268;0,438;0,812;0,717;0,655;0,511;0,578;0,555;0
3518008;"Guarani d'Oeste";2018;0,281;0,451;0,823;0,721;0,756;0,563;0,62;0,578;0
3518008;"Guarani d'Oeste";2020;0,296;0,439;0,826;0,722;0,828;0,594;0,65;0,585;0
3518008;"Guarani d'Oeste";2022;0,261;0,441;0,777;0,697;0,793;0,556;0,61;0,565;0
3518008;"Guarani d'Oeste";2024;0,3;0,464;0,691;0,716;0,594;0,569;0,528;0,583;1
3518107;"Guarantã";2014;0,322;0,457;0,631;0,698;0,338;0,449;0,43;0,535;1
3518107;"Guarantã";2016;0,321;0,438;0,743;0,717;0,439;0,511;0,501;0,555;1
3518107;"Guarantã";2018;0,341;0,451;0,748;0,721;0,401;0,563;0,497;0,578;1
3518107;"Guarantã";2020;0,331;0,439;0,745;0,722;0,43;0,594;0,502;0,585;1
3518107;"Guarantã";2022;0,322;0,441;0,756;0,697;0,436;0,556;0,505;0,565;1
3518107;"Guarantã";2024;0,358;0,464;0,706;0,716;0,42;0,569;0,495;0,583;1
3518206;"Guararapes";2014;0,383;0,457;0,612;0,698;0,528;0,449;0,508;0,535;1
3518206;"Guararapes";2016;0,397;0,438;0,676;0,717;0,577;0,511;0,55;0,555;1
3518206;"Guararapes";2018;0,396;0,451;0,773;0,721;0,616;0,563;0,595;0,578;0
3518206;"Guararapes";2020;0,404;0,439;0,753;0,722;0,657;0,594;0,605;0,585;0
3518206;"Guararapes";2022;0,395;0,441;0,703;0,697;0,611;0,556;0,57;0,565;0
3518206;"Guararapes";2024;0,444;0,464;0,711;0,716;0,672;0,569;0,609;0,583;0
3518305;"Guararema";2014;0,434;0,457;0,714;0,698;0,478;0,449;0,542;0,535;0
3518305;"Guararema";2016;0,406;0,438;0,704;0,717;0,511;0,511;0,54;0,555;1
3518305;"Guararema";2018;0,435;0,451;0,716;0,721;0,577;0,563;0,576;0,578;1
3518305;"Guararema";2020;0,433;0,439;0,739;0,722;0,596;0,594;0,589;0,585;0
3518305;"Guararema";2022;0,417;0,441;0,686;0,697;0,582;0,556;0,562;0,565;1
3518305;"Guararema";2024;0,446;0,464;0,747;0,716;0,639;0,569;0,611;0,583;0
3518404;"Guaratinguetá";2014;0,424;0,457;0,632;0,698;0,404;0,449;0,487;0,535;1
3518404;"Guaratinguetá";2016;0,403;0,438;0,661;0,717;0,477;0,511;0,514;0,555;1
3518404;"Guaratinguetá";2018;0,421;0,451;0,663;0,721;0,528;0,563;0,537;0,578;1
3518404;"Guaratinguetá";2020;0,418;0,439;0,701;0,722;0,587;0,594;0,569;0,585;1
3518404;"Guaratinguetá";2022;0,424;0,441;0,649;0,697;0,566;0,556;0,546;0,565;1
3518404;"Guaratinguetá";2024;0,419;0,464;0,665;0,716;0,585;0,569;0,556;0,583;1
3518503;"Guareí";2014;0,271;0,457;0,85;0,698;0,425;0,449;0,515;0,535;1
3518503;"Guareí";2016;0,259;0,438;0,629;0,717;0,526;0,511;0,471;0,555;1
3518503;"Guareí";2018;0,279;0,451;0,738;0,721;0,58;0,563;0,532;0,578;1
3518503;"Guareí";2020;0,279;0,439;0,683;0,722;0,557;0,594;0,506;0,585;1
3518503;"Guareí";2022;0,294;0,441;0,603;0,697;0,541;0,556;0,479;0,565;1
3518503;"Guareí";2024;0,382;0,464;0,733;0,716;0,614;0,569;0,576;0,583;1
3518602;"Guariba";2014;0,369;0,457;0,693;0,698;0,435;0,449;0,499;0,535;1
3518602;"Guariba";2016;0,366;0,438;0,707;0,717;0,453;0,511;0,509;0,555;1
3518602;"Guariba";2018;0,362;0,451;0,677;0,721;0,503;0,563;0,514;0,578;1
3518602;"Guariba";2020;0,354;0,439;0,707;0,722;0,597;0,594;0,553;0,585;1
3518602;"Guariba";2022;0,352;0,441;0,651;0,697;0,535;0,556;0,513;0,565;1
3518602;"Guariba";2024;0,387;0,464;0,725;0,716;0,644;0,569;0,585;0,583;0
3518701;"Guarujá";2014;0,464;0,457;0,593;0,698;0,334;0,449;0,464;0,535;1
3518701;"Guarujá";2016;0,437;0,438;0,633;0,717;0,411;0,511;0,494;0,555;1
3518701;"Guarujá";2018;0,435;0,451;0,623;0,721;0,472;0,563;0,51;0,578;1
3518701;"Guarujá";2020;0,426;0,439;0,617;0,722;0,495;0,594;0,513;0,585;1
3518701;"Guarujá";2022;0,435;0,441;0,616;0,697;0,482;0,556;0,511;0,565;1
3518701;"Guarujá";2024;0,399;0,464;0,631;0,716;0,5;0,569;0,51;0,583;1
3518800;"Guarulhos";2014;0,445;0,457;0,66;0,698;0,4;0,449;0,502;0,535;1
3518800;"Guarulhos";2016;0,425;0,438;0,687;0,717;0,472;0,511;0,528;0,555;1
3518800;"Guarulhos";2018;0,438;0,451;0,678;0,721;0,512;0,563;0,543;0,578;1
3518800;"Guarulhos";2020;0,421;0,439;0,673;0,722;0,543;0,594;0,546;0,585;1
3518800;"Guarulhos";2022;0,428;0,441;0,651;0,697;0,503;0,556;0,527;0,565;1
3518800;"Guarulhos";2024;0,413;0,464;0,654;0,716;0,5;0,569;0,522;0,583;1
3518859;"Guatapará";2014;0,362;0,457;0,676;0,698;0,365;0,449;0,468;0,535;1
3518859;"Guatapará";2016;0,34;0,438;0,631;0,717;0,519;0,511;0,497;0,555;1
3518859;"Guatapará";2018;0,368;0,451;0,693;0,721;0,438;0,563;0,5;0,578;1
3518859;"Guatapará";2020;0,363;0,439;0,714;0,722;0,538;0,594;0,538;0,585;1
3518859;"Guatapará";2022;0,347;0,441;0,689;0,697;0,46;0,556;0,499;0,565;1
3518859;"Guatapará";2024;0,396;0,464;0,705;0,716;0,497;0,569;0,533;0,583;1
3518909;"Guzolândia";2014;0,24;0,457;0,516;0,698;0,472;0,449;0,409;0,535;1
3518909;"Guzolândia";2016;0,232;0,438;0,54;0,717;0,562;0,511;0,445;0,555;1
3518909;"Guzolândia";2018;0,253;0,451;0,694;0,721;0,641;0,563;0,529;0,578;1
3518909;"Guzolândia";2020;0,252;0,439;0,788;0,722;0,599;0,594;0,546;0,585;1
3518909;"Guzolândia";2022;0,265;0,441;0,739;0,697;0,528;0,556;0,511;0,565;1
3518909;"Guzolândia";2024;0,371;0,464;0,707;0,716;0,625;0,569;0,568;0,583;1
3519006;"Herculândia";2014;0,314;0,457;0,653;0,698;0,4;0,449;0,456;0,535;1
3519006;"Herculândia";2016;0,312;0,438;0,668;0,717;0,47;0,511;0,483;0,555;1
3519006;"Herculândia";2018;0,341;0,451;0,666;0,721;0,551;0,563;0,519;0,578;1
3519006;"Herculândia";2020;0,34;0,439;0,658;0,722;0,536;0,594;0,511;0,585;1
3519006;"Herculândia";2022;0,351;0,441;0,627;0,697;0,471;0,556;0,483;0,565;1
3519006;"Herculândia";2024;0,375;0,464;0,627;0,716;0,48;0,569;0,494;0,583;1
3519055;"Holambra";2014;0,509;0,457;0,742;0,698;0,461;0,449;0,571;0,535;0
3519055;"Holambra";2016;0,501;0,438;0,893;0,717;0,595;0,511;0,663;0,555;0
3519055;"Holambra";2018;0,516;0,451;0,87;0,721;0,611;0,563;0,666;0,578;0
3519055;"Holambra";2020;0,535;0,439;0,747;0,722;0,659;0,594;0,647;0,585;0
3519055;"Holambra";2022;0,416;0,441;0,832;0,697;0,605;0,556;0,618;0,565;0
3519055;"Holambra";2024;0,589;0,464;0,801;0,716;0,646;0,569;0,679;0,583;0
3519071;"Hortolândia";2014;0,462;0,457;0,718;0,698;0,466;0,449;0,549;0,535;0
3519071;"Hortolândia";2016;0,467;0,438;0,741;0,717;0,547;0,511;0,585;0,555;0
3519071;"Hortolândia";2018;0,477;0,451;0,758;0,721;0,603;0,563;0,613;0,578;0
3519071;"Hortolândia";2020;0,48;0,439;0,76;0,722;0,631;0,594;0,624;0,585;0
3519071;"Hortolândia";2022;0,489;0,441;0,74;0,697;0,583;0,556;0,604;0,565;0
3519071;"Hortolândia";2024;0,444;0,464;0,785;0,716;0,599;0,569;0,609;0,583;0
3519105;"Iacanga";2014;0,411;0,457;0,75;0,698;0,487;0,449;0,549;0,535;0
3519105;"Iacanga";2016;0,409;0,438;0,778;0,717;0,52;0,511;0,569;0,555;0
3519105;"Iacanga";2018;0,414;0,451;0,706;0,721;0,673;0,563;0,598;0,578;0
3519105;"Iacanga";2020;0,408;0,439;0,72;0,722;0,638;0,594;0,589;0,585;0
3519105;"Iacanga";2022;0,404;0,441;0,734;0,697;0,61;0,556;0,583;0,565;0
3519105;"Iacanga";2024;0,434;0,464;0,653;0,716;0,718;0,569;0,602;0,583;0
3519204;"Iacri";2014;0,306;0,457;0,594;0,698;0,468;0,449;0,456;0,535;1
3519204;"Iacri";2016;0,297;0,438;0,677;0,717;0,501;0,511;0,492;0,555;1
3519204;"Iacri";2018;0,333;0,451;0,63;0,721;0,561;0,563;0,508;0,578;1
3519204;"Iacri";2020;0,34;0,439;0,598;0,722;0,573;0,594;0,504;0,585;1
3519204;"Iacri";2022;0,329;0,441;0,575;0,697;0,455;0,556;0,453;0,565;1
3519204;"Iacri";2024;0,462;0,464;0,522;0,716;0,572;0,569;0,519;0,583;1
3519253;"Iaras";2014;0,308;0,457;0,712;0,698;0,32;0,449;0,447;0,535;1
3519253;"Iaras";2016;0,301;0,438;0,618;0,717;0,405;0,511;0,441;0,555;1
3519253;"Iaras";2018;0,331;0,451;0,608;0,721;0,469;0,563;0,469;0,578;1
3519253;"Iaras";2020;0,342;0,439;0,661;0,722;0,484;0,594;0,496;0,585;1
3519253;"Iaras";2022;0,336;0,441;0,615;0,697;0,42;0,556;0,457;0,565;1
3519253;"Iaras";2024;0,395;0,464;0,579;0,716;0,45;0,569;0,475;0,583;1
3519303;"Ibaté";2014;0,359;0,457;0,683;0,698;0,459;0,449;0,5;0,535;1
3519303;"Ibaté";2016;0,348;0,438;0,746;0,717;0,527;0,511;0,54;0,555;1
3519303;"Ibaté";2018;0,362;0,451;0,782;0,721;0,609;0,563;0,584;0,578;0
3519303;"Ibaté";2020;0,375;0,439;0,751;0,722;0,663;0,594;0,596;0,585;0
3519303;"Ibaté";2022;0,369;0,441;0,722;0,697;0,59;0,556;0,56;0,565;1
3519303;"Ibaté";2024;0,411;0,464;0,665;0,716;0,615;0,569;0,564;0,583;1
3519402;"Ibirá";2014;0,34;0,457;0,788;0,698;0,507;0,449;0,545;0,535;0
3519402;"Ibirá";2016;0,319;0,438;0,788;0,717;0,7;0,511;0,602;0,555;0
3519402;"Ibirá";2018;0,342;0,451;0,854;0,721;0,702;0,563;0,633;0,578;0
3519402;"Ibirá";2020;0,335;0,439;0,724;0,722;0,724;0,594;0,594;0,585;0
3519402;"Ibirá";2022;0,331;0,441;0,75;0,697;0,535;0,556;0,539;0,565;1
3519402;"Ibirá";2024;0,347;0,464;0,683;0,716;0,633;0,569;0,554;0,583;1
3519501;"Ibirarema";2014;0,324;0,457;0,66;0,698;0,447;0,449;0,477;0,535;1
3519501;"Ibirarema";2016;0,333;0,438;0,754;0,717;0,427;0,511;0,505;0,555;1
3519501;"Ibirarema";2018;0,321;0,451;0,788;0,721;0,49;0,563;0,533;0,578;1
3519501;"Ibirarema";2020;0,32;0,439;0,743;0,722;0,516;0,594;0,526;0,585;1
3519501;"Ibirarema";2022;0,343;0,441;0,597;0,697;0,525;0,556;0,488;0,565;1
3519501;"Ibirarema";2024;0,392;0,464;0,648;0,716;0,497;0,569;0,512;0,583;1
3519600;"Ibitinga";2014;0,371;0,457;0,689;0,698;0,568;0,449;0,543;0,535;0
3519600;"Ibitinga";2016;0,35;0,438;0,689;0,717;0,598;0,511;0,546;0,555;1
3519600;"Ibitinga";2018;0,373;0,451;0,705;0,721;0,63;0,563;0,569;0,578;1
3519600;"Ibitinga";2020;0,37;0,439;0,709;0,722;0,634;0,594;0,571;0,585;1
3519600;"Ibitinga";2022;0,362;0,441;0,593;0,697;0,591;0,556;0,515;0,565;1
3519600;"Ibitinga";2024;0,394;0,464;0,671;0,716;0,626;0,569;0,564;0,583;1
3519709;"Ibiúna";2014;0,455;0,457;0,6;0,698;0,422;0,449;0,492;0,535;1
3519709;"Ibiúna";2016;0,435;0,438;0,675;0,717;0,467;0,511;0,526;0,555;1
3519709;"Ibiúna";2018;0,46;0,451;0,649;0,721;0,525;0,563;0,545;0,578;1
3519709;"Ibiúna";2020;0,405;0,439;0,655;0,722;0,534;0,594;0,531;0,585;1
3519709;"Ibiúna";2022;0,422;0,441;0,604;0,697;0,521;0,556;0,516;0,565;1
3519709;"Ibiúna";2024;0,432;0,464;0,661;0,716;0,501;0,569;0,531;0,583;1
3519808;"Icém";2014;0,356;0,457;0,63;0,698;0,331;0,449;0,439;0,535;1
3519808;"Icém";2016;0,434;0,438;0,736;0,717;0,356;0,511;0,509;0,555;1
3519808;"Icém";2018;0,349;0,451;0,676;0,721;0,393;0,563;0,473;0,578;1
3519808;"Icém";2020;0,325;0,439;0,632;0,722;0,435;0,594;0,464;0,585;1
3519808;"Icém";2022;0,312;0,441;0,637;0,697;0,481;0,556;0,477;0,565;1
3519808;"Icém";2024;0,364;0,464;0,692;0,716;0,486;0,569;0,514;0,583;1
3519907;"Iepê";2014;0,312;0,457;0,764;0,698;0,447;0,449;0,508;0,535;1
3519907;"Iepê";2016;0,321;0,438;0,776;0,717;0,52;0,511;0,539;0,555;1
3519907;"Iepê";2018;0,338;0,451;0,716;0,721;0,555;0,563;0,536;0,578;1
3519907;"Iepê";2020;0,354;0,439;0,659;0,722;0,554;0,594;0,522;0,585;1
3519907;"Iepê";2022;0,362;0,441;0,607;0,697;0,564;0,556;0,511;0,565;1
3519907;"Iepê";2024;0,398;0,464;0,633;0,716;0,568;0,569;0,533;0,583;1
3520004;"Igaraçu do Tietê";2014;0,306;0,457;0,581;0,698;0,477;0,449;0,455;0,535;1
3520004;"Igaraçu do Tietê";2016;0,295;0,438;0,642;0,717;0,399;0,511;0,445;0,555;1
3520004;"Igaraçu do Tietê";2018;0,298;0,451;0,656;0,721;0,454;0,563;0,469;0,578;1
3520004;"Igaraçu do Tietê";2020;0,293;0,439;0,713;0,722;0,491;0,594;0,499;0,585;1
3520004;"Igaraçu do Tietê";2022;0,301;0,441;0,626;0,697;0,437;0,556;0,455;0,565;1
3520004;"Igaraçu do Tietê";2024;0,289;0,464;0,641;0,716;0,482;0,569;0,471;0,583;1
3520103;"Igarapava";2014;0,376;0,457;0,751;0,698;0,409;0,449;0,512;0,535;1
3520103;"Igarapava";2016;0,36;0,438;0,662;0,717;0,423;0,511;0,482;0,555;1
